Date,Prices
2019-05-01 00:00,61.18575
2019-05-01 01:00,53.95799
2019-05-01 02:00,56.51121
2019-05-01 03:00,50.93911
2019-05-01 04:00,47.4005
2019-05-01 05:00,35.04626
2019-05-01 06:00,44.59921
2019-05-01 07:00,51.20941
2019-05-01 08:00,53.85058
2019-05-01 09:00,33.92899
2019-05-01 10:00,47.51765
2019-05-01 11:00,37.1769
2019-05-01 12:00,42.78045
2019-05-01 13:00,46.76643
2019-05-01 14:00,27.22335
2019-05-01 15:00,36.05954
2019-05-01 16:00,47.07913
2019-05-01 17:00,26.69229
2019-05-01 18:00,44.02579
2019-05-01 19:00,62.57585
2019-05-01 20:00,46.32134
2019-05-01 21:00,47.65045
2019-05-01 22:00,51.67879
2019-05-01 23:00,51.61214
2019-05-02 00:00,50.03797
2019-05-02 01:00,47.1609
2019-05-02 02:00,48.7767
2019-05-02 03:00,47.03602
2019-05-02 04:00,41.68873
2019-05-02 05:00,39.49032
2019-05-02 06:00,33.36525
2019-05-02 07:00,32.74186
2019-05-02 08:00,32.55702
2019-05-02 09:00,33.45561
2019-05-02 10:00,34.31588
2019-05-02 11:00,36.61011
2019-05-02 12:00,41.69062
2019-05-02 13:00,25.42404
2019-05-02 14:00,27.74227
2019-05-02 15:00,21.20896
2019-05-02 16:00,24.9318
2019-05-02 17:00,29.68678
2019-05-02 18:00,34.93611
2019-05-02 19:00,50.09768
2019-05-02 20:00,52.89524
2019-05-02 21:00,57.56783
2019-05-02 22:00,64.69984
2019-05-02 23:00,66.02875
2019-05-03 00:00,51.8448
2019-05-03 01:00,44.92404
2019-05-03 02:00,45.00795
2019-05-03 03:00,40.38846
2019-05-03 04:00,39.2817
2019-05-03 05:00,40.32058
2019-05-03 06:00,44.88937
2019-05-03 07:00,56.19155
2019-05-03 08:00,59.1606
2019-05-03 09:00,64.12476
2019-05-03 10:00,69.10957
2019-05-03 11:00,64.26083
2019-05-03 12:00,61.28543
2019-05-03 13:00,67.57071
