;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_in_real
2021-11-01 00:00:00;0.7;0.9682044287094113;13.7;1673.95;165.92;113.08;18761.42;0.6707965988147384
2021-11-01 01:00:00;0.74;0.9682044287094113;0.0;1673.95;162.53;0.0;0.0;0.6720946147900024
2021-11-01 02:00:00;0.77;0.9682044287094113;0.0;1673.96;151.56;0.0;0.0;0.6720946147900024
2021-11-01 03:00:00;0.75;0.9682044287094113;0.0;1673.96;140.97;0.0;0.0;0.6707965988147384
2021-11-01 04:00:00;0.73;0.9682044287094113;0.0;1673.96;140.5;0.0;0.0;0.6707965988147384
2021-11-01 05:00:00;0.73;0.9682044287094113;13.7;1673.92;147.49;113.08;16677.45;0.6721029631538263
2021-11-01 06:00:00;0.68;0.9682044287094113;0.0;1673.92;163.08;0.0;0.0;0.6720946147900024
2021-11-01 07:00:00;0.62;0.9682044287094113;0.0;1673.92;163.08;0.0;0.0;0.6720946147900024
2021-11-01 08:00:00;0.52;0.9682044287094113;0.0;1673.93;162.69;0.0;0.0;0.665637928368977
2021-11-01 09:00:00;0.63;0.9682044287094113;0.0;1673.93;170.0;0.0;0.0;0.6695236279309454
2021-11-01 10:00:00;0.62;0.9682044287094113;0.0;1673.93;170.0;0.0;0.0;0.6733926307652666
2021-11-01 11:00:00;0.51;0.9682044287094113;0.0;1673.93;183.13;0.0;0.0;0.6746906467405307
2021-11-01 12:00:00;0.53;0.9682044287094113;0.0;1673.93;173.8;0.0;0.0;0.6746906467405307
2021-11-01 13:00:00;0.57;0.9682044287094113;0.0;1673.94;163.08;0.0;0.0;0.6864454522030403
2021-11-01 14:00:00;0.69;0.9682044287094113;0.0;1673.94;161.8;0.0;0.0;0.7224247358928111
2021-11-01 15:00:00;0.95;0.9682044287094113;0.0;1673.94;160.4;0.0;0.0;0.7652889461478999
2021-11-01 16:00:00;1.2;0.9682044287094113;0.0;1673.94;164.07;0.0;0.0;0.7823975264107188
2021-11-01 17:00:00;1.54;0.9682044287094113;0.0;1673.95;166.11;0.0;0.0;0.7809541870651893
2021-11-01 18:00:00;1.79;0.9682044287094113;0.0;1673.95;183.0;0.0;0.0;0.7709219273383147
2021-11-01 19:00:00;1.69;0.9682044287094113;13.7;1673.91;179.9;113.08;20342.21;0.7387498067508372
