;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_in_real
2021-11-01 10:00:00;0.62;1.0489397589279918;6.69;1673.97;170.0;55.18;9380.52;0.6733926307652666
2021-11-01 11:00:00;0.51;1.0489397589279918;3.92;1673.96;183.13;32.33;5920.33;0.6746906467405307
2021-11-01 12:00:00;0.53;1.0489397589279918;12.0;1673.93;173.8;99.0;17206.85;0.6746906467405307
2021-11-01 13:00:00;0.57;1.0489397589279918;7.28;1673.91;163.08;60.11;9802.37;0.6864454522030403
2021-11-01 14:00:00;0.69;1.0489397589279918;13.7;1673.87;161.8;113.08;18295.55;0.7224247358928111
2021-11-01 15:00:00;0.95;1.0489397589279918;0.83;1673.87;160.4;6.83;1094.74;0.7652889461478999
2021-11-01 16:00:00;1.2;1.0489397589279918;0.0;1673.87;164.07;0.0;0.0;0.7823975264107188
2021-11-01 17:00:00;1.54;1.0489397589279918;0.0;1673.87;166.11;0.0;0.0;0.7809541870651893
2021-11-01 18:00:00;1.79;1.0489397589279918;7.13;1673.85;183.0;58.88;10774.81;0.7709219273383147
2021-11-01 19:00:00;1.69;1.0489397589279918;10.05;1673.82;179.9;82.94;14921.46;0.7387498067508372
2021-11-01 20:00:00;1.82;1.0489397589279918;0.0;1673.82;163.08;0.0;0.0;0.7115826848750321
2021-11-01 21:00:00;1.65;1.0489397589279918;0.0;1673.83;153.0;0.0;0.0;0.7049036846173665
2021-11-01 22:00:00;1.51;1.0489397589279918;0.0;1673.83;147.37;0.0;0.0;0.7075671218758051
2021-11-01 23:00:00;1.28;1.0489397589279918;0.0;1673.83;134.9;0.0;0.0;0.7142563256892553
2021-11-02 00:00:00;1.1;1.0489397589279918;0.82;1673.83;145.0;6.8;985.49;0.7169401700592631
2021-11-02 01:00:00;0.94;1.0489397589279918;5.76;1673.81;140.94;47.56;6703.8;0.7102305591342437
2021-11-02 02:00:00;0.95;1.0489397589279918;0.0;1673.82;130.0;0.0;0.0;0.7155982478742591
2021-11-02 03:00:00;0.94;1.0489397589279918;0.0;1673.82;119.0;0.0;0.0;0.7196444215408399
2021-11-02 04:00:00;0.89;1.0489397589279918;0.0;1673.82;123.51;0.0;0.0;0.7169401700592631
2021-11-02 05:00:00;0.76;1.0489397589279918;0.0;1673.82;146.77;0.0;0.0;0.7049036846173665
2021-11-02 06:00:00;1.01;1.0489397589279918;0.0;1673.83;182.15;0.0;0.0;0.6982729193506828
2021-11-02 07:00:00;0.82;1.0489397589279918;13.7;1673.79;216.83;113.08;24517.87;0.7009178046895129
2021-11-02 08:00:00;0.66;1.0489397589279918;0.0;1673.79;234.98;0.0;0.0;0.6969504766812676
2021-11-02 09:00:00;0.72;1.0489397589279918;13.7;1673.75;228.04;113.08;25785.65;0.702240247358928
2021-11-02 10:00:00;0.73;0.9522999870592646;13.48;1673.71;221.74;111.28;24674.55;0.702240247358928
2021-11-02 11:00:00;0.91;0.9522999870592646;13.7;1673.67;223.21;113.08;25239.65;0.7129246070600359
2021-11-02 12:00:00;0.68;0.9522999870592646;13.36;1673.63;215.95;110.28;23815.62;0.7332231898995104
2021-11-02 13:00:00;0.71;0.9522999870592646;13.7;1673.58;217.35;113.05;24571.3;0.7359497036846172
2021-11-02 14:00:00;0.84;0.9522999870592646;13.7;1673.54;224.91;113.08;25431.63;0.7359497036846172
2021-11-02 15:00:00;1.12;0.9522999870592646;0.0;1673.55;231.15;0.0;0.0;0.7291658850811644
2021-11-02 16:00:00;1.17;0.9522999870592646;13.7;1673.5;252.12;113.08;28508.5;0.7009447049729449
2021-11-02 17:00:00;1.09;0.9522999870592646;13.7;1673.46;298.97;113.08;33805.67;0.6579923730997165
2021-11-02 18:00:00;1.14;0.9522999870592646;13.44;1673.42;312.67;110.96;34693.48;0.6326186034527183
2021-11-02 19:00:00;1.11;0.9522999870592646;13.7;1673.38;280.0;113.05;31653.32;0.625151455810358
2021-11-02 20:00:00;1.06;0.9522999870592646;13.7;1673.34;231.0;113.05;26113.99;0.6239053852099973
2021-11-02 21:00:00;1.07;0.9522999870592646;13.7;1673.3;201.0;113.05;22722.56;0.6164942025251223
2021-11-02 22:00:00;1.05;0.9522999870592646;12.74;1673.26;179.99;105.13;18921.85;0.6128125740788456
2021-11-02 23:00:00;1.04;0.9522999870592646;13.7;1673.22;167.0;113.05;18878.95;0.6115853645967534
2021-11-03 00:00:00;0.88;0.9522999870592646;1.46;1673.22;161.0;12.03;1937.0;0.6103581551146612
2021-11-03 01:00:00;0.89;0.9522999870592646;0.0;1673.22;158.22;0.03;4.36;0.6079229064674053
2021-11-03 02:00:00;0.94;0.9522999870592646;0.0;1673.22;155.19;0.03;4.27;0.6042700334965213
2021-11-03 03:00:00;0.94;0.9522999870592646;4.56;1673.21;157.86;37.63;5939.77;0.609140530791033
2021-11-03 04:00:00;0.91;0.9522999870592646;5.73;1673.19;159.4;47.27;7534.6;0.6054876578201495
2021-11-03 05:00:00;0.92;0.9522999870592646;0.0;1673.19;162.53;0.0;0.0;0.6030524091728936
2021-11-03 06:00:00;0.89;0.9522999870592646;13.7;1673.15;179.19;113.08;20261.93;0.6042700334965213
2021-11-03 07:00:00;0.88;0.9522999870592646;3.54;1673.14;204.37;29.23;5973.09;0.6030524091728936
2021-11-03 08:00:00;0.96;0.9522999870592646;0.0;1673.14;230.09;0.0;0.0;0.5994282916774027
2021-11-03 09:00:00;0.92;0.9522999870592646;13.7;1673.1;219.09;113.05;24767.51;0.6079229064674053
2021-11-03 10:00:00;0.85;0.9239499616292234;13.62;1673.06;210.2;112.4;23626.8;0.6152669930430301
2021-11-03 11:00:00;0.96;0.9239499616292234;13.57;1673.02;213.26;111.98;23879.92;0.6201950012883276
2021-11-03 12:00:00;1.0;0.9239499616292234;0.0;1673.02;206.2;0.0;0.0;0.6201950012883276
2021-11-03 13:00:00;0.92;0.9239499616292234;13.7;1672.98;211.11;113.08;23870.85;0.6226685905694407
2021-11-03 14:00:00;0.88;0.9239499616292234;13.7;1672.94;215.9;113.08;24413.33;0.6301264622519966
2021-11-03 15:00:00;0.95;0.9239499616292234;13.7;1672.9;227.28;113.08;25699.71;0.6326186034527183
2021-11-03 16:00:00;1.05;0.9239499616292234;12.31;1672.86;227.01;101.64;23073.33;0.6263882504509147
2021-11-03 17:00:00;1.09;0.9239499616292234;13.7;1672.82;262.4;113.08;29670.91;0.6276343210512754
2021-11-03 18:00:00;1.06;0.9239499616292234;13.7;1672.78;280.0;113.08;31661.03;0.6326186034527183
2021-11-03 19:00:00;1.08;0.9239499616292234;13.7;1672.73;250.0;113.08;28268.78;0.6239146611698014
2021-11-03 20:00:00;1.03;0.9239499616292234;13.61;1672.69;208.13;112.31;23374.88;0.6177214120072146
2021-11-03 21:00:00;1.34;0.9239499616292234;0.0;1672.69;183.63;0.0;0.0;0.6214317959288843
2021-11-03 22:00:00;1.34;0.9239499616292234;0.01;1672.7;165.92;0.07;11.27;0.6201950012883276
2021-11-03 23:00:00;1.37;0.9239499616292234;0.0;1672.7;146.22;0.0;0.0;0.6301264622519966
