;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_in_real
2021-11-04 00:00:00;0.8;0.9239499616292234;0.0;1672.7;165.39;0.0;0.0;0.6351286781757278
2021-11-04 01:00:00;0.78;0.9239499616292234;13.7;1672.66;152.51;113.08;17245.09;0.6502787941252254
2021-11-04 02:00:00;0.74;0.9239499616292234;0.06;1672.66;145.87;0.52;76.43;0.6251885596495748
2021-11-04 03:00:00;0.64;0.9239499616292234;0.0;1672.66;143.06;0.0;0.0;0.5958134501417159
2021-11-04 04:00:00;0.66;0.9239499616292234;0.0;1672.66;145.38;0.0;0.0;0.5862338572532851
2021-11-04 05:00:00;0.74;0.9239499616292234;0.13;1672.67;159.61;1.1;175.88;0.6018728162844628
2021-11-04 06:00:00;0.77;0.9239499616292234;6.74;1672.65;183.77;55.63;10223.21;0.6339095078587991
2021-11-04 07:00:00;0.74;0.9239499616292234;13.7;1672.6;210.8;113.08;23836.23;0.6389027570213861
2021-11-04 08:00:00;0.69;0.9239499616292234;13.65;1672.56;213.77;112.66;24083.77;0.6389027570213861
2021-11-04 09:00:00;0.7;0.9239499616292234;8.4;1672.54;203.33;69.31;14093.44;0.6477507858799276
