;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_in_real
2021-11-02 00:00:00;1.1;0.9384480160221375;12.35;1686.08;145.0;101.94;14781.47;0.7169401700592631
2021-11-02 01:00:00;0.94;0.9384480160221375;11.44;1686.04;140.94;94.43;13309.3;0.7102305591342437
2021-11-02 02:00:00;0.95;0.9384480160221375;13.31;1686.0;130.0;109.87;14283.41;0.7155982478742591
2021-11-02 03:00:00;0.94;0.9384480160221375;8.28;1685.97;119.0;68.38;8136.97;0.7196444215408399
2021-11-02 04:00:00;0.89;0.9384480160221375;12.36;1685.94;123.51;102.0;12597.58;0.7169401700592631
2021-11-02 05:00:00;0.76;0.9384480160221375;8.74;1685.91;146.77;72.17;10592.51;0.7049036846173665
2021-11-02 06:00:00;1.01;0.9384480160221375;13.21;1685.87;182.15;109.0;19854.61;0.6982729193506828
2021-11-02 07:00:00;0.82;0.9384480160221375;13.35;1685.82;216.83;110.16;23885.72;0.7009178046895129
2021-11-02 08:00:00;0.66;0.9384480160221375;12.37;1685.78;234.98;102.09;23989.85;0.6969504766812676
2021-11-02 09:00:00;0.72;0.9384480160221375;9.66;1685.75;228.04;79.76;18188.74;0.702240247358928
2021-11-02 10:00:00;0.73;0.9384480160221375;12.95;1685.71;221.74;106.92;23707.37;0.702240247358928
2021-11-02 11:00:00;0.91;0.9384480160221375;11.45;1685.68;223.21;94.48;21090.09;0.7129246070600359
2021-11-02 12:00:00;0.68;0.9384480160221375;11.57;1685.64;215.95;95.5;20622.44;0.7332231898995104
2021-11-02 13:00:00;0.71;0.9384480160221375;6.29;1685.62;217.35;51.91;11282.22;0.7359497036846172
2021-11-02 14:00:00;0.84;0.9384480160221375;9.49;1685.59;224.91;78.35;17621.96;0.7359497036846172
2021-11-02 15:00:00;1.12;0.9384480160221375;11.33;1685.56;231.15;93.51;21615.27;0.7291658850811644
2021-11-02 16:00:00;1.17;0.9384480160221375;11.64;1685.52;252.12;96.1;24228.7;0.7009447049729449
2021-11-02 17:00:00;1.09;0.9384480160221375;12.87;1685.48;298.97;106.19;31747.85;0.6579923730997165
2021-11-02 18:00:00;1.14;0.9384480160221375;12.68;1685.44;312.67;104.67;32727.75;0.6326186034527183
2021-11-02 19:00:00;1.11;0.9384480160221375;11.61;1685.4;280.0;95.82;26828.33;0.625151455810358
2021-11-02 20:00:00;1.06;0.9384480160221375;9.73;1685.37;231.0;80.29;18546.41;0.6239053852099973
2021-11-02 21:00:00;1.07;0.9384480160221375;10.95;1685.34;201.0;90.38;18165.49;0.6164942025251223
2021-11-02 22:00:00;1.05;0.9384480160221375;13.36;1685.3;179.99;110.27;19847.71;0.6128125740788456
2021-11-02 23:00:00;1.04;0.9384480160221375;6.6;1685.28;167.0;54.49;9100.12;0.6115853645967534
2021-11-03 00:00:00;0.88;1.0024705013483357;10.34;1685.24;161.0;85.36;13743.45;0.6103581551146612
2021-11-03 01:00:00;0.89;1.0024705013483357;12.77;1685.2;158.22;105.42;16679.88;0.6079229064674053
2021-11-03 02:00:00;0.94;1.0024705013483357;9.92;1685.17;155.19;81.84;12700.19;0.6042700334965213
2021-11-03 03:00:00;0.94;1.0024705013483357;13.04;1685.13;157.86;107.62;16988.55;0.609140530791033
2021-11-03 04:00:00;0.91;1.0024705013483357;13.26;1685.09;159.4;109.47;17449.4;0.6054876578201495
2021-11-03 05:00:00;0.92;1.0024705013483357;11.21;1685.06;162.53;92.51;15036.16;0.6030524091728936
2021-11-03 06:00:00;0.89;1.0024705013483357;13.68;1685.01;179.19;112.95;20238.73;0.6042700334965213
2021-11-03 07:00:00;0.88;1.0024705013483357;5.98;1684.99;204.37;49.35;10086.29;0.6030524091728936
2021-11-03 08:00:00;0.96;1.0024705013483357;12.78;1684.95;230.09;105.52;24279.33;0.5994282916774027
2021-11-03 09:00:00;0.92;1.0024705013483357;9.85;1684.92;219.09;81.26;17803.23;0.6079229064674053
2021-11-03 10:00:00;0.85;1.0024705013483357;12.19;1684.89;210.2;100.63;21151.83;0.6152669930430301
2021-11-03 11:00:00;0.96;1.0024705013483357;11.83;1684.85;213.26;97.67;20828.5;0.6201950012883276
2021-11-03 12:00:00;1.0;1.0024705013483357;13.33;1684.81;206.2;110.03;22689.15;0.6201950012883276
2021-11-03 13:00:00;0.92;1.0024705013483357;9.32;1684.78;211.11;76.9;16233.05;0.6226685905694407
2021-11-03 14:00:00;0.88;1.0024705013483357;5.33;1684.76;215.9;43.98;9494.63;0.6301264622519966
2021-11-03 15:00:00;0.95;1.0024705013483357;13.24;1684.72;227.28;109.3;24842.59;0.6326186034527183
2021-11-03 16:00:00;1.05;1.0024705013483357;12.66;1684.68;227.01;104.5;23723.21;0.6263882504509147
2021-11-03 17:00:00;1.09;1.0024705013483357;13.21;1684.64;262.4;109.0;28600.78;0.6276343210512754
2021-11-03 18:00:00;1.06;1.0024705013483357;7.72;1684.62;280.0;63.74;17846.08;0.6326186034527183
2021-11-03 19:00:00;1.08;1.0024705013483357;12.95;1684.58;250.0;106.9;26724.43;0.6239146611698014
2021-11-03 20:00:00;1.03;1.0024705013483357;11.92;1684.54;208.13;98.38;20476.12;0.6177214120072146
2021-11-03 21:00:00;1.34;1.0024705013483357;13.25;1684.5;183.63;109.34;20077.65;0.6214317959288843
2021-11-03 22:00:00;1.34;1.0024705013483357;12.39;1684.46;165.92;102.23;16962.72;0.6201950012883276
2021-11-03 23:00:00;1.37;1.0024705013483357;11.98;1684.42;146.22;98.92;14463.9;0.6301264622519966
