;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_in_real
2021-11-02 11:00:00;0.91;0.9384480160221375;13.7;1669.38;223.21;113.08;25239.65;0.7129246070600359
2021-11-02 12:00:00;0.68;0.9384480160221375;0.0;1669.38;215.95;0.0;0.0;0.7332231898995104
2021-11-02 13:00:00;0.71;0.9384480160221375;0.0;1669.39;217.35;0.0;0.0;0.7359497036846172
2021-11-02 14:00:00;0.84;0.9384480160221375;13.7;1669.34;224.91;113.08;25431.63;0.7359497036846172
2021-11-02 15:00:00;1.12;0.9384480160221375;0.0;1669.34;231.15;0.0;0.0;0.7291658850811644
2021-11-02 16:00:00;1.17;0.9384480160221375;13.7;1669.3;252.12;113.08;28508.5;0.7009447049729449
2021-11-02 17:00:00;1.09;0.9384480160221375;13.7;1669.25;298.97;113.08;33805.67;0.6579923730997165
2021-11-02 18:00:00;1.14;0.9384480160221375;13.7;1669.21;312.67;113.08;35355.2;0.6326186034527183
2021-11-02 19:00:00;1.11;0.9384480160221375;0.0;1669.21;280.0;0.0;0.0;0.625151455810358
2021-11-02 20:00:00;1.06;0.9384480160221375;13.7;1669.17;231.0;113.08;26120.35;0.6239053852099973
2021-11-02 21:00:00;1.07;0.9384480160221375;0.0;1669.17;201.0;0.0;0.0;0.6164942025251223
2021-11-02 22:00:00;1.05;0.9384480160221375;0.0;1669.17;179.99;0.0;0.0;0.6128125740788456
2021-11-02 23:00:00;1.04;0.9384480160221375;0.0;1669.17;167.0;0.0;0.0;0.6115853645967534
2021-11-03 00:00:00;0.88;1.0024705013483357;0.2;1669.17;161.0;1.63;262.53;0.6103581551146612
2021-11-03 01:00:00;0.89;1.0024705013483357;0.0;1669.18;158.22;0.0;0.0;0.6079229064674053
2021-11-03 02:00:00;0.94;1.0024705013483357;0.3;1669.18;155.19;2.46;381.3;0.6042700334965213
2021-11-03 03:00:00;0.94;1.0024705013483357;0.0;1669.18;157.86;0.0;0.0;0.609140530791033
2021-11-03 04:00:00;0.91;1.0024705013483357;0.31;1669.18;159.4;2.58;411.17;0.6054876578201495
2021-11-03 05:00:00;0.92;1.0024705013483357;0.31;1669.18;162.53;2.56;416.08;0.6030524091728936
2021-11-03 06:00:00;0.89;1.0024705013483357;0.33;1669.18;179.19;2.75;493.46;0.6042700334965213
2021-11-03 07:00:00;0.88;1.0024705013483357;4.86;1669.17;204.37;40.1;8194.46;0.6030524091728936
2021-11-03 08:00:00;0.96;1.0024705013483357;13.7;1669.12;230.09;113.08;26017.22;0.5994282916774027
2021-11-03 09:00:00;0.92;1.0024705013483357;0.0;1669.12;219.09;0.0;0.0;0.6079229064674053
2021-11-03 10:00:00;0.85;1.0024705013483357;0.2;1669.12;210.2;1.65;346.65;0.6152669930430301
2021-11-03 11:00:00;0.96;1.0024705013483357;3.61;1669.11;213.26;29.77;6347.82;0.6201950012883276
2021-11-03 12:00:00;1.0;1.0024705013483357;0.87;1669.11;206.2;7.19;1482.66;0.6201950012883276
2021-11-03 13:00:00;0.92;1.0024705013483357;0.43;1669.11;211.11;3.54;746.83;0.6226685905694407
2021-11-03 14:00:00;0.88;1.0024705013483357;0.0;1669.12;215.9;0.0;0.0;0.6301264622519966
2021-11-03 15:00:00;0.95;1.0024705013483357;0.27;1669.12;227.28;2.27;515.25;0.6326186034527183
2021-11-03 16:00:00;1.05;1.0024705013483357;0.27;1669.12;227.01;2.21;502.4;0.6263882504509147
2021-11-03 17:00:00;1.09;1.0024705013483357;0.0;1669.12;262.4;0.0;0.0;0.6276343210512754
2021-11-03 18:00:00;1.06;1.0024705013483357;13.7;1669.08;280.0;113.08;31661.03;0.6326186034527183
2021-11-03 19:00:00;1.08;1.0024705013483357;0.2;1669.08;250.0;1.65;412.29;0.6239146611698014
2021-11-03 20:00:00;1.03;1.0024705013483357;0.3;1669.08;208.13;2.47;513.8;0.6177214120072146
2021-11-03 21:00:00;1.34;1.0024705013483357;0.7;1669.08;183.63;5.75;1055.99;0.6214317959288843
2021-11-03 22:00:00;1.34;1.0024705013483357;0.27;1669.08;165.92;2.22;368.82;0.6201950012883276
2021-11-03 23:00:00;1.37;1.0024705013483357;13.63;1669.03;146.22;112.49;16447.62;0.6301264622519966
