;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_in_real
2021-11-01 00:00:00;0.7;0.9682044287094113;0.0;1669.44;165.92;0.0;0.0;0.6707965988147384
2021-11-01 01:00:00;0.74;0.9682044287094113;0.0;1669.44;162.53;0.0;0.0;0.6720946147900024
2021-11-01 02:00:00;0.77;0.9682044287094113;0.0;1669.44;151.56;0.0;0.0;0.6720946147900024
2021-11-01 03:00:00;0.75;0.9682044287094113;0.0;1669.45;140.97;0.0;0.0;0.6707965988147384
2021-11-01 04:00:00;0.73;0.9682044287094113;0.0;1669.45;140.5;0.0;0.0;0.6707965988147384
2021-11-01 05:00:00;0.73;0.9682044287094113;0.0;1669.45;147.49;0.0;0.0;0.6721029631538263
2021-11-01 06:00:00;0.68;0.9682044287094113;0.0;1669.45;163.08;0.0;0.0;0.6720946147900024
2021-11-01 07:00:00;0.62;0.9682044287094113;0.0;1669.46;163.08;0.0;0.0;0.6720946147900024
2021-11-01 08:00:00;0.52;0.9682044287094113;0.0;1669.46;162.69;0.0;0.0;0.665637928368977
2021-11-01 09:00:00;0.63;0.9682044287094113;0.0;1669.46;170.0;0.0;0.0;0.6695236279309454
2021-11-01 10:00:00;0.62;0.9682044287094113;0.0;1669.46;170.0;0.0;0.0;0.6733926307652666
2021-11-01 11:00:00;0.51;0.9682044287094113;0.0;1669.46;183.13;0.0;0.0;0.6746906467405307
2021-11-01 12:00:00;0.53;0.9682044287094113;0.0;1669.47;173.8;0.0;0.0;0.6746906467405307
2021-11-01 13:00:00;0.57;0.9682044287094113;0.0;1669.47;163.08;0.0;0.0;0.6864454522030403
2021-11-01 14:00:00;0.69;0.9682044287094113;0.0;1669.47;161.8;0.0;0.0;0.7224247358928111
2021-11-01 15:00:00;0.95;0.9682044287094113;0.0;1669.47;160.4;0.0;0.0;0.7652889461478999
2021-11-01 16:00:00;1.2;0.9682044287094113;0.0;1669.48;164.07;0.0;0.0;0.7823975264107188
2021-11-01 17:00:00;1.54;0.9682044287094113;0.0;1669.48;166.11;0.0;0.0;0.7809541870651893
2021-11-01 18:00:00;1.79;0.9682044287094113;0.0;1669.48;183.0;0.0;0.0;0.7709219273383147
2021-11-01 19:00:00;1.69;0.9682044287094113;0.0;1669.49;179.9;0.0;0.0;0.7387498067508372
2021-11-01 20:00:00;1.82;0.9682044287094113;0.0;1669.49;163.08;0.0;0.0;0.7115826848750321
2021-11-01 21:00:00;1.65;0.9682044287094113;0.0;1669.49;153.0;0.0;0.0;0.7049036846173665
2021-11-01 22:00:00;1.51;0.9682044287094113;0.0;1669.49;147.37;0.0;0.0;0.7075671218758051
2021-11-01 23:00:00;1.28;0.9682044287094113;0.0;1669.5;134.9;0.0;0.0;0.7142563256892553
2021-11-02 00:00:00;1.1;0.9384480160221375;0.0;1669.5;145.0;0.0;0.0;0.7169401700592631
2021-11-02 01:00:00;0.94;0.9384480160221375;0.0;1669.5;140.94;0.0;0.0;0.7102305591342437
2021-11-02 02:00:00;0.95;0.9384480160221375;0.0;1669.5;130.0;0.0;0.0;0.7155982478742591
2021-11-02 03:00:00;0.94;0.9384480160221375;0.0;1669.51;119.0;0.0;0.0;0.7196444215408399
2021-11-02 04:00:00;0.89;0.9384480160221375;0.0;1669.51;123.51;0.0;0.0;0.7169401700592631
2021-11-02 05:00:00;0.76;0.9384480160221375;0.0;1669.51;146.77;0.0;0.0;0.7049036846173665
2021-11-02 06:00:00;1.01;0.9384480160221375;13.7;1669.47;182.15;113.08;20596.63;0.6982729193506828
2021-11-02 07:00:00;0.82;0.9384480160221375;0.0;1669.47;216.83;0.0;0.0;0.7009178046895129
2021-11-02 08:00:00;0.66;0.9384480160221375;0.0;1669.47;234.98;0.0;0.0;0.6969504766812676
2021-11-02 09:00:00;0.72;0.9384480160221375;0.0;1669.47;228.04;0.0;0.0;0.702240247358928
2021-11-02 10:00:00;0.73;0.9384480160221375;13.7;1669.43;221.74;113.08;25073.28;0.702240247358928
