;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_in_real
2021-11-01 10:00:00;0.62;1.0489397589279918;10.96;1673.96;170.0;90.47;15379.29;0.6733926307652666
2021-11-01 11:00:00;0.51;1.0489397589279918;0.03;1673.96;183.13;0.27;49.28;0.6746906467405307
2021-11-01 12:00:00;0.53;1.0489397589279918;0.21;1673.96;173.8;1.74;301.98;0.6746906467405307
2021-11-01 13:00:00;0.57;1.0489397589279918;6.49;1673.94;163.08;53.53;8729.59;0.6864454522030403
2021-11-01 14:00:00;0.69;1.0489397589279918;1.44;1673.94;161.8;11.85;1917.86;0.7224247358928111
2021-11-01 15:00:00;0.95;1.0489397589279918;0.03;1673.94;160.4;0.27;43.16;0.7652889461478999
2021-11-01 16:00:00;1.2;1.0489397589279918;0.0;1673.95;164.07;0.0;0.0;0.7823975264107188
2021-11-01 17:00:00;1.54;1.0489397589279918;0.03;1673.95;166.11;0.27;44.7;0.7809541870651893
2021-11-01 18:00:00;1.79;1.0489397589279918;11.81;1673.92;183.0;97.49;17839.85;0.7709219273383147
2021-11-01 19:00:00;1.69;1.0489397589279918;1.35;1673.92;179.9;11.1;1997.17;0.7387498067508372
2021-11-01 20:00:00;1.82;1.0489397589279918;0.0;1673.93;163.08;0.0;0.0;0.7115826848750321
2021-11-01 21:00:00;1.65;1.0489397589279918;0.03;1673.93;153.0;0.27;41.17;0.7049036846173665
2021-11-01 22:00:00;1.51;1.0489397589279918;0.03;1673.94;147.37;0.27;39.66;0.7075671218758051
2021-11-01 23:00:00;1.28;1.0489397589279918;0.03;1673.94;134.9;0.27;36.3;0.7142563256892553
2021-11-02 00:00:00;1.1;1.0489397589279918;0.03;1673.95;145.0;0.27;39.02;0.7169401700592631
2021-11-02 01:00:00;0.94;1.0489397589279918;8.48;1673.92;140.94;70.01;9867.22;0.7102305591342437
2021-11-02 02:00:00;0.95;1.0489397589279918;0.03;1673.92;130.0;0.27;34.98;0.7155982478742591
2021-11-02 03:00:00;0.94;1.0489397589279918;0.03;1673.93;119.0;0.27;32.02;0.7196444215408399
2021-11-02 04:00:00;0.89;1.0489397589279918;0.03;1673.93;123.51;0.27;33.24;0.7169401700592631
2021-11-02 05:00:00;0.76;1.0489397589279918;4.19;1673.92;146.77;34.55;5070.85;0.7049036846173665
2021-11-02 06:00:00;1.01;1.0489397589279918;11.54;1673.89;182.15;95.24;17347.18;0.6982729193506828
2021-11-02 07:00:00;0.82;1.0489397589279918;11.67;1673.85;216.83;96.29;20879.26;0.7009178046895129
2021-11-02 08:00:00;0.66;1.0489397589279918;13.7;1673.81;234.98;113.08;26570.2;0.6969504766812676
2021-11-02 09:00:00;0.72;1.0489397589279918;13.7;1673.77;228.04;113.08;25785.65;0.702240247358928
