;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_in_real
2021-11-01 00:00:00;0.7;0.9682044287094113;13.7;1687.01;165.92;113.08;18761.42;0.6707965988147384
2021-11-01 01:00:00;0.74;0.9682044287094113;13.7;1686.97;162.53;113.08;18378.1;0.6720946147900024
2021-11-01 02:00:00;0.77;0.9682044287094113;13.7;1686.92;151.56;113.08;17137.66;0.6720946147900024
2021-11-01 03:00:00;0.75;0.9682044287094113;13.7;1686.88;140.97;113.08;15940.2;0.6707965988147384
2021-11-01 04:00:00;0.73;0.9682044287094113;13.7;1686.83;140.5;113.08;15887.05;0.6707965988147384
2021-11-01 05:00:00;0.73;0.9682044287094113;13.7;1686.79;147.49;113.08;16677.45;0.6721029631538263
2021-11-01 06:00:00;0.68;0.9682044287094113;13.7;1686.74;163.08;113.08;18440.29;0.6720946147900024
2021-11-01 07:00:00;0.62;0.9682044287094113;13.7;1686.7;163.08;113.08;18440.29;0.6720946147900024
2021-11-01 08:00:00;0.52;0.9682044287094113;13.7;1686.66;162.69;113.08;18396.19;0.665637928368977
2021-11-01 09:00:00;0.63;0.9682044287094113;13.7;1686.61;170.0;113.08;19222.77;0.6695236279309454
2021-11-01 10:00:00;0.62;0.9682044287094113;13.7;1686.57;170.0;113.08;19222.77;0.6733926307652666
2021-11-01 11:00:00;0.51;0.9682044287094113;13.7;1686.52;183.13;113.08;20707.45;0.6746906467405307
2021-11-01 12:00:00;0.53;0.9682044287094113;13.7;1686.48;173.8;113.08;19652.46;0.6746906467405307
2021-11-01 13:00:00;0.57;0.9682044287094113;13.7;1686.43;163.08;113.08;18440.29;0.6864454522030403
2021-11-01 14:00:00;0.69;0.9682044287094113;13.7;1686.39;161.8;113.08;18295.55;0.7224247358928111
2021-11-01 15:00:00;0.95;0.9682044287094113;13.7;1686.34;160.4;113.08;18137.25;0.7652889461478999
2021-11-01 16:00:00;1.2;0.9682044287094113;13.7;1686.3;164.07;113.08;18552.23;0.7823975264107188
2021-11-01 17:00:00;1.54;0.9682044287094113;13.7;1686.26;166.11;113.08;18782.91;0.7809541870651893
2021-11-01 18:00:00;1.79;0.9682044287094113;13.7;1686.21;183.0;113.08;20692.75;0.7709219273383147
2021-11-01 19:00:00;1.69;0.9682044287094113;13.7;1686.17;179.9;113.08;20342.21;0.7387498067508372
2021-11-01 20:00:00;1.82;0.9682044287094113;13.7;1686.12;163.08;113.08;18440.29;0.7115826848750321
2021-11-01 21:00:00;1.65;0.9682044287094113;13.7;1686.08;153.0;113.08;17300.49;0.7049036846173665
2021-11-01 22:00:00;1.51;0.9682044287094113;13.7;1686.04;147.37;113.08;16663.88;0.7075671218758051
2021-11-01 23:00:00;1.28;0.9682044287094113;13.7;1685.99;134.9;113.08;15253.83;0.7142563256892553
2021-11-02 00:00:00;1.1;0.9384480160221375;13.7;1685.95;145.0;113.08;16396.11;0.7169401700592631
2021-11-02 01:00:00;0.94;0.9384480160221375;13.7;1685.9;140.94;113.08;15936.81;0.7102305591342437
2021-11-02 02:00:00;0.95;0.9384480160221375;13.7;1685.86;130.0;113.08;14699.76;0.7155982478742591
2021-11-02 03:00:00;0.94;0.9384480160221375;13.7;1685.82;119.0;113.08;13455.94;0.7196444215408399
2021-11-02 04:00:00;0.89;0.9384480160221375;13.7;1685.77;123.51;113.08;13965.91;0.7169401700592631
2021-11-02 05:00:00;0.76;0.9384480160221375;13.7;1685.73;146.77;113.08;16596.03;0.7049036846173665
