;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_in_real
2021-11-01 10:00:00;0.62;1.0158377279500208;0.03;1673.99;170.0;0.25;42.35;0.6733926307652666
2021-11-01 11:00:00;0.51;1.0158377279500208;13.53;1673.95;183.13;111.7;20455.29;0.6746906467405307
2021-11-01 12:00:00;0.53;1.0158377279500208;13.55;1673.91;173.8;111.81;19432.69;0.6746906467405307
2021-11-01 13:00:00;0.57;1.0158377279500208;0.0;1673.91;163.08;0.0;0.0;0.6864454522030403
2021-11-01 14:00:00;0.69;1.0158377279500208;0.91;1673.91;161.8;7.47;1209.36;0.7224247358928111
2021-11-01 15:00:00;0.95;1.0158377279500208;6.85;1673.9;160.4;56.54;9068.62;0.7652889461478999
2021-11-01 16:00:00;1.2;1.0158377279500208;0.47;1673.9;164.07;3.87;635.25;0.7823975264107188
2021-11-01 17:00:00;1.54;1.0158377279500208;3.62;1673.89;166.11;29.89;4964.62;0.7809541870651893
2021-11-01 18:00:00;1.79;1.0158377279500208;0.19;1673.9;183.0;1.6;292.62;0.7709219273383147
2021-11-01 19:00:00;1.69;1.0158377279500208;3.98;1673.89;179.9;32.88;5915.82;0.7387498067508372
2021-11-01 20:00:00;1.82;1.0158377279500208;0.8;1673.89;163.08;6.61;1078.24;0.7115826848750321
2021-11-01 21:00:00;1.65;1.0158377279500208;0.0;1673.9;153.0;0.0;0.0;0.7049036846173665
2021-11-01 22:00:00;1.51;1.0158377279500208;6.85;1673.88;147.37;56.54;8331.94;0.7075671218758051
2021-11-01 23:00:00;1.28;1.0158377279500208;0.0;1673.88;134.9;0.0;0.0;0.7142563256892553
2021-11-02 00:00:00;1.39;1.0158377279500208;0.0;1673.89;145.0;0.0;0.0;0.7169401700592631
2021-11-02 01:00:00;1.34;1.0158377279500208;0.29;1673.89;140.94;2.36;332.92;0.7102305591342437
2021-11-02 02:00:00;1.35;1.0158377279500208;0.0;1673.9;130.0;0.0;0.0;0.7155982478742591
2021-11-02 03:00:00;1.34;1.0158377279500208;0.0;1673.9;119.0;0.0;0.0;0.7196444215408399
2021-11-02 04:00:00;1.31;1.0158377279500208;11.87;1673.87;123.51;97.99;12102.82;0.7169401700592631
2021-11-02 05:00:00;1.01;1.0158377279500208;6.92;1673.85;146.77;57.1;8380.78;0.7049036846173665
2021-11-02 06:00:00;1.21;1.0158377279500208;13.49;1673.81;182.15;111.35;20282.48;0.6982729193506828
2021-11-02 07:00:00;1.03;1.0158377279500208;13.7;1673.77;216.83;113.08;24517.87;0.7009178046895129
2021-11-02 08:00:00;0.61;1.0158377279500208;13.7;1673.73;234.98;113.08;26570.2;0.6969504766812676
2021-11-02 09:00:00;0.66;1.0158377279500208;13.65;1673.69;228.04;112.66;25690.56;0.702240247358928
2021-11-02 10:00:00;0.84;1.0158377279500208;10.13;1673.66;221.74;83.61;18539.55;0.702240247358928
2021-11-02 11:00:00;0.76;1.0158377279500208;0.0;1673.66;223.21;0.0;0.0;0.7129246070600359
2021-11-02 12:00:00;0.89;1.0158377279500208;13.7;1673.62;215.95;113.08;24418.49;0.7332231898995104
2021-11-02 13:00:00;0.85;1.0158377279500208;0.18;1673.62;217.35;1.52;331.23;0.7359497036846172
2021-11-02 14:00:00;0.83;1.0158377279500208;1.31;1673.62;224.91;10.8;2429.18;0.7359497036846172
2021-11-02 15:00:00;0.82;1.0158377279500208;13.48;1673.58;231.15;111.24;25714.28;0.7291658850811644
2021-11-02 16:00:00;0.88;1.0158377279500208;12.9;1673.54;252.12;106.48;26846.75;0.7009447049729449
2021-11-02 17:00:00;0.8;1.0158377279500208;13.7;1673.5;298.97;113.08;33805.67;0.6579923730997165
2021-11-02 18:00:00;0.88;1.0158377279500208;13.31;1673.46;312.67;109.9;34361.04;0.6326186034527183
2021-11-02 19:00:00;0.89;1.0158377279500208;13.7;1673.42;280.0;113.08;31661.03;0.625151455810358
2021-11-02 20:00:00;0.9;1.0158377279500208;13.7;1673.38;231.0;113.08;26120.35;0.6239053852099973
2021-11-02 21:00:00;0.89;1.0158377279500208;11.89;1673.35;201.0;98.11;19720.73;0.6164942025251223
2021-11-02 22:00:00;0.91;1.0158377279500208;6.85;1673.33;179.99;56.54;10176.19;0.6128125740788456
2021-11-02 23:00:00;0.86;1.0158377279500208;13.7;1673.29;167.0;113.08;18883.54;0.6115853645967534
2021-11-03 00:00:00;0.88;1.0158377279500208;13.6;1673.25;161.0;112.21;18066.28;0.6103581551146612
2021-11-03 01:00:00;0.89;1.0158377279500208;10.07;1673.22;158.22;83.09;13146.99;0.6079229064674053
2021-11-03 02:00:00;0.94;1.0158377279500208;0.0;1673.22;155.19;0.0;0.0;0.6042700334965213
2021-11-03 03:00:00;0.94;1.0158377279500208;2.34;1673.22;157.86;19.31;3048.36;0.609140530791033
2021-11-03 04:00:00;0.91;1.0158377279500208;10.22;1673.19;159.4;84.33;13442.89;0.6054876578201495
2021-11-03 05:00:00;0.92;1.0158377279500208;0.0;1673.19;162.53;0.0;0.0;0.6030524091728936
2021-11-03 06:00:00;0.89;1.0158377279500208;1.09;1673.19;179.19;8.97;1606.6;0.6042700334965213
2021-11-03 07:00:00;0.88;1.0158377279500208;0.19;1673.19;204.37;1.57;320.07;0.6030524091728936
2021-11-03 08:00:00;0.96;1.0158377279500208;13.7;1673.15;230.09;113.08;26017.22;0.5994282916774027
2021-11-03 09:00:00;0.92;1.0158377279500208;13.7;1673.11;219.09;113.08;24773.54;0.6079229064674053
