;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_out daily mean
2018-01-01 00:00:00;0.09;3.53;0.0;1673.99;43.26;0.0;0.0;3.5308333333333333
2018-01-01 01:00:00;0.09;3.53;0.0;1673.99;42.97;0.02;0.84;3.5308333333333333
2018-01-01 02:00:00;0.09;3.53;0.0;1673.99;39.49;0.0;0.0;3.5308333333333333
2018-01-01 03:00:00;0.09;3.53;0.02;1673.99;36.69;0.14;5.05;3.5308333333333333
2018-01-01 04:00:00;0.09;3.53;0.02;1673.99;36.09;0.15;5.43;3.5308333333333333
2018-01-01 05:00:00;0.09;3.53;0.0;1673.99;41.03;0.0;0.0;3.5308333333333333
2018-01-01 06:00:00;0.09;3.53;0.0;1673.99;44.06;0.0;0.12;3.5308333333333333
2018-01-01 07:00:00;0.09;3.53;0.0;1673.99;47.29;0.0;0.0;3.5308333333333333
2018-01-01 08:00:00;0.09;3.53;0.0;1673.99;47.44;0.0;0.0;3.5308333333333333
2018-01-01 09:00:00;0.09;3.53;0.0;1674.0;49.69;0.0;0.03;3.5308333333333333
2018-01-01 10:00:00;0.09;3.53;13.7;1673.95;51.87;113.07;5864.81;3.5308333333333333
2018-01-01 11:00:00;0.09;3.53;2.57;1673.94;51.65;21.17;1093.64;3.5308333333333333
2018-01-01 12:00:00;0.09;3.53;0.01;1673.95;49.18;0.05;2.37;3.5308333333333333
2018-01-01 13:00:00;0.09;3.53;0.0;1673.95;46.53;0.0;0.05;3.5308333333333333
2018-01-01 14:00:00;0.09;3.53;0.0;1673.95;47.96;0.0;0.0;3.5308333333333333
2018-01-01 15:00:00;0.09;3.53;0.0;1673.95;50.61;0.0;0.02;3.5308333333333333
2018-01-01 16:00:00;0.09;3.53;13.7;1673.9;59.48;113.07;6725.95;3.5308333333333333
2018-01-01 17:00:00;0.09;3.53;13.7;1673.86;63.9;113.08;7225.07;3.5308333333333333
2018-01-01 18:00:00;0.09;3.53;13.7;1673.82;61.44;113.04;6945.41;3.5308333333333333
2018-01-01 19:00:00;0.09;3.53;13.62;1673.78;56.68;112.37;6369.82;3.5308333333333333
2018-01-01 20:00:00;0.09;3.53;13.7;1673.73;53.54;113.08;6054.18;3.5308333333333333
2018-01-01 21:00:00;0.09;3.53;0.0;1673.73;49.8;0.0;0.0;3.5308333333333333
2018-01-01 22:00:00;0.09;3.53;0.0;1673.73;47.1;0.0;0.0;3.5308333333333333
2018-01-01 23:00:00;0.09;3.53;0.0;1673.73;43.72;0.0;0.0;3.5308333333333333
2018-01-02 00:00:00;0.09;3.52;0.0;1673.73;39.79;0.01;0.5;3.5199999999999996
2018-01-02 01:00:00;0.09;3.52;0.0;1673.73;37.0;0.0;0.0;3.5199999999999996
2018-01-02 02:00:00;0.09;3.52;0.0;1673.73;32.75;0.0;0.0;3.5199999999999996
2018-01-02 03:00:00;0.09;3.52;0.0;1673.73;31.24;0.0;0.0;3.5199999999999996
2018-01-02 04:00:00;0.09;3.52;0.0;1673.73;35.23;0.0;0.0;3.5199999999999996
2018-01-02 05:00:00;0.09;3.52;0.0;1673.73;36.02;0.0;0.0;3.5199999999999996
2018-01-02 06:00:00;0.09;3.52;0.0;1673.74;47.3;0.0;0.0;3.5199999999999996
2018-01-02 07:00:00;0.09;3.52;0.0;1673.74;52.41;0.0;0.0;3.5199999999999996
2018-01-02 08:00:00;0.09;3.52;0.0;1673.74;52.9;0.0;0.0;3.5199999999999996
2018-01-02 09:00:00;0.09;3.52;0.0;1673.74;52.77;0.0;0.0;3.5199999999999996
2018-01-02 10:00:00;0.09;3.52;0.0;1673.74;53.5;0.0;0.0;3.5199999999999996
2018-01-02 11:00:00;0.09;3.52;13.7;1673.69;53.38;113.08;6035.67;3.5199999999999996
2018-01-02 12:00:00;0.09;3.52;0.0;1673.69;52.41;0.0;0.0;3.5199999999999996
2018-01-02 13:00:00;0.09;3.52;0.0;1673.69;50.95;0.0;0.0;3.5199999999999996
2018-01-02 14:00:00;0.09;3.52;0.0;1673.69;51.32;0.0;0.0;3.5199999999999996
2018-01-02 15:00:00;0.09;3.52;13.7;1673.65;53.99;113.08;6104.67;3.5199999999999996
2018-01-02 16:00:00;0.09;3.52;13.7;1673.61;58.07;113.08;6565.8;3.5199999999999996
2018-01-02 17:00:00;0.09;3.52;13.7;1673.57;63.42;113.08;7171.42;3.5199999999999996
2018-01-02 18:00:00;0.09;3.52;13.7;1673.52;63.35;113.05;7162.27;3.5199999999999996
2018-01-02 19:00:00;0.09;3.52;13.7;1673.48;60.22;113.08;6809.14;3.5199999999999996
2018-01-02 20:00:00;0.09;3.52;2.28;1673.47;54.4;18.82;1023.76;3.5199999999999996
2018-01-02 21:00:00;0.09;3.52;0.0;1673.47;49.16;0.01;0.36;3.5199999999999996
2018-01-02 22:00:00;0.09;3.52;0.0;1673.47;47.0;0.0;0.0;3.5199999999999996
2018-01-02 23:00:00;0.09;3.52;0.0;1673.47;40.5;0.0;0.0;3.5199999999999996
2018-01-03 00:00:00;0.09;3.51;0.0;1673.47;40.75;0.0;0.0;3.51
2018-01-03 01:00:00;0.09;3.51;0.0;1673.47;34.28;0.0;0.0;3.51
2018-01-03 02:00:00;0.09;3.51;0.0;1673.47;28.77;0.0;0.0;3.51
2018-01-03 03:00:00;0.09;3.51;0.0;1673.47;25.47;0.0;0.0;3.51
2018-01-03 04:00:00;0.09;3.51;0.0;1673.47;28.38;0.0;0.0;3.51
2018-01-03 05:00:00;0.09;3.51;0.0;1673.48;34.05;0.0;0.0;3.51
2018-01-03 06:00:00;0.09;3.51;0.0;1673.48;47.77;0.0;0.01;3.51
2018-01-03 07:00:00;0.09;3.51;2.04;1673.47;55.46;16.84;933.7;3.51
2018-01-03 08:00:00;0.09;3.51;13.7;1673.43;57.22;113.08;6470.66;3.51
2018-01-03 09:00:00;0.09;3.51;0.0;1673.43;56.76;0.0;0.0;3.51
2018-01-03 10:00:00;0.09;3.51;13.7;1673.38;56.21;113.08;6355.73;3.51
2018-01-03 11:00:00;0.09;3.51;0.0;1673.38;54.83;0.0;0.0;3.51
2018-01-03 12:00:00;0.09;3.51;0.0;1673.38;53.11;0.0;0.01;3.51
2018-01-03 13:00:00;0.09;3.51;0.0;1673.38;53.6;0.0;0.02;3.51
2018-01-03 14:00:00;0.09;3.51;0.0;1673.38;53.81;0.0;0.0;3.51
2018-01-03 15:00:00;0.09;3.51;0.0;1673.38;55.49;0.0;0.0;3.51
2018-01-03 16:00:00;0.09;3.51;13.7;1673.34;56.82;113.08;6425.25;3.51
2018-01-03 17:00:00;0.09;3.51;13.7;1673.3;61.45;113.08;6948.82;3.51
2018-01-03 18:00:00;0.09;3.51;13.7;1673.26;63.58;113.08;7189.27;3.51
2018-01-03 19:00:00;0.09;3.51;13.7;1673.21;61.38;113.08;6940.67;3.51
2018-01-03 20:00:00;0.09;3.51;0.0;1673.21;55.66;0.0;0.0;3.51
2018-01-03 21:00:00;0.09;3.51;0.0;1673.21;51.12;0.0;0.0;3.51
2018-01-03 22:00:00;0.09;3.51;0.0;1673.21;48.49;0.0;0.0;3.51
2018-01-03 23:00:00;0.09;3.51;0.0;1673.21;42.81;0.0;0.0;3.51
2018-01-04 00:00:00;0.09;3.5;0.0;1673.21;36.75;0.0;0.0;3.49875
2018-01-04 01:00:00;0.09;3.5;0.0;1673.21;31.92;0.0;0.0;3.49875
2018-01-04 02:00:00;0.09;3.5;0.0;1673.21;28.72;0.0;0.07;3.49875
2018-01-04 03:00:00;0.09;3.5;0.0;1673.21;27.76;0.0;0.0;3.49875
2018-01-04 04:00:00;0.09;3.5;0.0;1673.21;30.81;0.0;0.0;3.49875
2018-01-04 05:00:00;0.09;3.5;0.0;1673.22;32.53;0.0;0.0;3.49875
2018-01-04 06:00:00;0.09;3.5;0.0;1673.22;47.51;0.0;0.0;3.49875
2018-01-04 07:00:00;0.09;3.5;0.0;1673.22;56.87;0.0;0.0;3.49875
2018-01-04 08:00:00;0.09;3.5;13.68;1673.17;59.05;112.9;6666.17;3.49875
2018-01-04 09:00:00;0.09;3.5;13.68;1673.13;59.29;112.9;6693.58;3.49875
2018-01-04 10:00:00;0.09;3.5;13.7;1673.09;58.15;113.08;6575.27;3.49875
2018-01-04 11:00:00;0.08;3.5;0.0;1673.09;57.0;0.0;0.0;3.49875
2018-01-04 12:00:00;0.08;3.5;0.0;1673.09;55.31;0.0;0.0;3.49875
2018-01-04 13:00:00;0.08;3.5;0.0;1673.09;55.68;0.0;0.0;3.49875
2018-01-04 14:00:00;0.08;3.5;0.0;1673.09;55.53;0.0;0.1;3.49875
2018-01-04 15:00:00;0.08;3.5;0.0;1673.09;56.89;0.0;0.0;3.49875
2018-01-04 16:00:00;0.08;3.5;0.03;1673.09;59.0;0.23;13.62;3.49875
2018-01-04 17:00:00;0.08;3.5;13.7;1673.04;65.84;113.08;7444.4;3.49875
2018-01-04 18:00:00;0.08;3.5;13.29;1673.0;66.23;109.73;7267.17;3.49875
2018-01-04 19:00:00;0.08;3.5;13.7;1672.96;63.04;113.08;7128.29;3.49875
2018-01-04 20:00:00;0.08;3.5;0.0;1672.96;57.85;0.0;0.0;3.49875
2018-01-04 21:00:00;0.08;3.5;2.19;1672.95;53.61;18.1;970.19;3.49875
2018-01-04 22:00:00;0.08;3.5;0.0;1672.95;49.77;0.0;0.0;3.49875
2018-01-04 23:00:00;0.08;3.5;0.0;1672.95;44.94;0.0;0.0;3.49875
2018-01-05 00:00:00;0.08;3.49;0.0;1672.95;46.12;0.0;0.0;3.4899999999999998
2018-01-05 01:00:00;0.08;3.49;0.0;1672.95;39.88;0.0;0.0;3.4899999999999998
2018-01-05 02:00:00;0.08;3.49;0.0;1672.95;36.51;0.0;0.0;3.4899999999999998
2018-01-05 03:00:00;0.08;3.49;0.0;1672.95;34.8;0.0;0.0;3.4899999999999998
2018-01-05 04:00:00;0.08;3.49;0.0;1672.95;37.1;0.0;0.0;3.4899999999999998
2018-01-05 05:00:00;0.08;3.49;0.0;1672.95;35.84;0.0;0.0;3.4899999999999998
2018-01-05 06:00:00;0.08;3.49;0.0;1672.95;46.99;0.0;0.0;3.4899999999999998
