Date_and_time Rain Snow T_intercept T_slope
2019-08-12 08:00,   0.00000,   0.00000,  27.92021,  -0.00549,
2019-08-12 09:00,   0.01277,   0.00000,  29.00482,  -0.00582,
2019-08-12 10:00,   0.02553,   0.00000,  30.08945,  -0.00615,
2019-08-12 11:00,   0.03830,   0.00000,  31.17407,  -0.00648,
2019-08-12 12:00,   0.10879,   0.00000,  29.88624,  -0.00639,
2019-08-12 13:00,   0.17928,   0.00000,  28.59841,  -0.00630,
2019-08-12 14:00,   0.24977,   0.00000,  27.31060,  -0.00622,
2019-08-12 15:00,   0.20608,   0.00000,  26.05440,  -0.00600,
2019-08-12 16:00,   0.16239,   0.00000,  24.79820,  -0.00579,
2019-08-12 17:00,   0.11870,   0.00000,  23.54200,  -0.00557,
2019-08-12 18:00,   0.63722,   0.00000,  22.84454,  -0.00567,
2019-08-12 19:00,   1.15573,   0.00000,  22.14709,  -0.00576,
2019-08-12 20:00,   1.85444,   0.00000,  22.25351,  -0.00605,
2019-08-12 21:00,   2.04262,   0.00014,  21.38713,  -0.00604,
2019-08-12 22:00,   2.22944,   0.00165,  20.52076,  -0.00603,
2019-08-12 23:00,   2.40827,   0.01115,  19.65438,  -0.00602,
2019-08-13 00:00,   1.60551,   0.00743,  19.28636,  -0.00591,
2019-08-13 01:00,   0.80276,   0.00372,  18.91834,  -0.00579,
2019-08-13 02:00,   0.00000,   0.00000,  18.55034,  -0.00568,
2019-08-13 03:00,   0.00000,   0.00000,  19.18018,  -0.00565,
2019-08-13 04:00,   0.00000,   0.00000,  19.81005,  -0.00563,
2019-08-13 05:00,   0.00000,   0.00000,  20.43990,  -0.00560,
2019-08-13 06:00,   0.00000,   0.00000,  22.38504,  -0.00594,
2019-08-13 07:00,   0.00000,   0.00000,  24.33019,  -0.00628,
2019-08-13 08:00,   0.00000,   0.00000,  26.27533,  -0.00662,
2019-08-13 09:00,   0.00737,   0.00000,  26.51614,  -0.00672,
2019-08-13 10:00,   0.01473,   0.00000,  26.75694,  -0.00682,
2019-08-13 11:00,   0.02210,   0.00000,  26.99775,  -0.00692,
2019-08-13 12:00,   0.20082,   0.00000,  26.08398,  -0.00690,
2019-08-13 13:00,   0.37954,   0.00000,  25.17020,  -0.00688,
2019-08-13 14:00,   0.55815,   0.00010,  24.25642,  -0.00687,
2019-08-13 15:00,   0.62888,   0.00012,  23.04441,  -0.00657,
2019-08-13 16:00,   0.69961,   0.00013,  21.83241,  -0.00628,
2019-08-13 17:00,   0.76867,   0.00182,  20.62040,  -0.00599,
2019-08-13 18:00,   0.58176,   0.00131,  20.13131,  -0.00594,
2019-08-13 19:00,   0.39307,   0.00256,  19.64220,  -0.00588,
2019-08-13 20:00,   0.08537,   0.00166,  18.86559,  -0.00583,
2019-08-13 21:00,   0.05772,   0.00112,  18.51994,  -0.00579,
2019-08-13 22:00,   0.02952,   0.00112,  18.17430,  -0.00576,
2019-08-13 23:00,   0.00238,   0.00007,  17.82866,  -0.00573,
2019-08-14 00:00,   0.00151,   0.00012,  17.46454,  -0.00568,
2019-08-14 01:00,   0.00076,   0.00006,  17.10044,  -0.00564,
2019-08-14 02:00,   0.00000,   0.00000,  16.73632,  -0.00560,
2019-08-14 03:00,   0.00000,   0.00000,  17.30213,  -0.00571,
2019-08-14 04:00,   0.00000,   0.00000,  17.86794,  -0.00582,
2019-08-14 05:00,   0.00000,   0.00000,  18.43375,  -0.00592,
2019-08-14 06:00,   0.00000,   0.00000,  20.31445,  -0.00609,
2019-08-14 07:00,   0.00000,   0.00000,  22.19513,  -0.00626,
