dates,values
2017-01-01,0.9337742641787883
2017-01-02,0.9461371151743042
2017-01-03,0.9562664610984188
2017-01-04,0.9660746864086953
2017-01-05,0.9812828494288304
2017-01-06,0.9834563638630778
2017-01-07,0.982868260527467
2017-01-08,0.9794461604744075
2017-01-09,0.9744238906505142
2017-01-10,0.9760050097360864
2017-01-11,0.9729281240974783
2017-01-12,0.9700845678963856
2017-01-13,0.9674339571917
2017-01-14,0.955021260317183
2017-01-15,0.9428064837723982
2017-01-16,0.9296211562642153
2017-01-17,0.9149427642203122
2017-01-18,0.8976443908376848
2017-01-19,0.8801267346057536
2017-01-20,0.8644341593838201
2017-01-21,0.8589987150204266
2017-01-22,0.8510408350697785
2017-01-23,0.8445462389369272
2017-01-24,0.8330202329432695
2017-01-25,0.8242765244187819
2017-01-26,0.8160654156973184
2017-01-27,0.8057266390447982
2017-01-28,0.7962724072666053
2017-01-29,0.7754722389519677
2017-01-30,0.7584135354807015
2017-01-31,0.7450427442352492
2017-02-01,0.7250878098570966
2017-02-02,0.7079526305166779
2017-02-03,0.6960529267491402
2017-02-04,0.6842602306709645
2017-02-05,0.6870565747283459
2017-02-06,0.6894947307863305
2017-02-07,0.690308750082345
2017-02-08,0.6887185592418862
2017-02-09,0.6855015979041675
2017-02-10,0.6834561610415998
2017-02-11,0.6821041769262299
2017-02-12,0.6823606247068438
2017-02-13,0.6803938097199606
2017-02-14,0.6771623140652728
2017-02-15,0.6764008719293005
2017-02-16,0.6747449352523512
2017-02-17,0.6728177238405647
2017-02-18,0.6722430818186568
2017-02-19,0.6725351337985571
2017-02-20,0.6718768950676397
2017-02-21,0.6711486184871671
2017-02-22,0.6704998416941422
2017-02-23,0.6682531679462924
2017-02-24,0.6686901729128766
2017-02-25,0.6723633557302189
2017-02-26,0.655549524610392
2017-02-27,0.6789647969761802
2017-02-28,0.6910539345930722
2017-03-01,0.6870670446390034
2017-03-02,0.6911780127889418
2017-03-03,0.6922314093590627
2017-03-04,0.7258066244996765
2017-03-05,0.7287954263247075
2017-03-06,0.725797162561784
2017-03-07,0.7310641454123895
2017-03-08,0.7324681214132926
2017-03-09,0.7407919930234549
2017-03-10,0.7482871159291308
2017-03-11,0.753001209460406
2017-03-12,0.7569205977544577
2017-03-13,0.7688138635023988
2017-03-14,0.7793911395172624
2017-03-15,0.7903051434661991
2017-03-16,0.7988515169354637
2017-03-17,0.805005678395686
2017-03-18,0.8018668219411692
2017-03-19,0.8118196100551236
2017-03-20,0.8298629403417248
2017-03-21,0.8490893055021506
2017-03-22,0.8720173368393477
2017-03-23,0.8935343688815357
2017-03-24,0.9224680970452181
2017-03-25,0.94789966935761
2017-03-26,0.9676911170562996
2017-03-27,1.0024116493801694
2017-03-28,1.0332213774361168
2017-03-29,1.052527632566996
2017-03-30,1.0622281673676501
2017-03-31,1.0694969841299167
2017-04-01,1.0842484379416706
2017-04-02,1.112025371038674
2017-04-03,1.1331431483200967
2017-04-04,1.1545796075715709
2017-04-05,1.1750074437528486
2017-04-06,1.1868066753963726
2017-04-07,1.1893537900587492
2017-04-08,1.2029199654443952
2017-04-09,1.1907597169746817
2017-04-10,1.1732172841218773
2017-04-11,1.1656301755725655
2017-04-12,1.1663535748654645
2017-04-13,1.1754370352423213
2017-04-14,1.1987310582390325
2017-04-15,1.2123277654448883
2017-04-16,1.2299083386865175
2017-04-17,1.2469752360009076
2017-04-18,1.259416903963611
2017-04-19,1.274834595257903
2017-04-20,1.2940168697386643
2017-04-21,1.308789393432736
2017-04-22,1.3251513276012543
2017-04-23,1.3443930074446608
2017-04-24,1.3785521639688225
2017-04-25,1.428644775193597
2017-04-26,1.4852445269348615
2017-04-27,1.537520758333736
2017-04-28,1.6435600134753856
2017-04-29,1.7595266948356072
2017-04-30,1.883753647976033
2017-05-01,1.9776476766936955
2017-05-02,2.0631039588909297
2017-05-03,2.1377768606550203
2017-05-04,2.201119072283621
2017-05-05,2.206356693863034
2017-05-06,2.2157893680301526
2017-05-07,2.207823684419387
2017-05-08,2.224014523339827
2017-05-09,2.247439452735011
2017-05-10,2.2272137606145037
2017-05-11,2.225226461019812
2017-05-12,2.2203042048549007
2017-05-13,2.224409417805502
2017-05-14,2.2331869747057493
2017-05-15,2.2191891593698503
2017-05-16,2.198569450695432
2017-05-17,2.170258454609132
2017-05-18,2.1612916589510327
2017-05-19,2.158880230428951
2017-05-20,2.162313353151927
2017-05-21,2.15267300407993
2017-05-22,2.1396014831999866
2017-05-23,2.1211040774402936
2017-05-24,2.131285025066936
2017-05-25,2.1361329513692278
2017-05-26,2.1517683647808
2017-05-27,2.1406380043551034
2017-05-28,2.1284252762710993
2017-05-29,2.1271842016751505
2017-05-30,2.124147797523402
2017-05-31,2.122570482722137
2017-06-01,2.125740427007647
2017-06-02,2.0979066247375373
2017-06-03,2.0814198320071373
2017-06-04,2.1050955515293492
2017-06-05,2.117674368818619
2017-06-06,2.1178827265437583
2017-06-07,2.133622513909403
2017-06-08,2.138806290234005
2017-06-09,2.1669418990591622
2017-06-10,2.1926926118066374
2017-06-11,2.2028724864300133
2017-06-12,2.2111390011383114
2017-06-13,2.200425258617142
2017-06-14,2.2074959599581736
2017-06-15,2.2180895261135323
2017-06-16,2.228671776961721
2017-06-17,2.229678839299894
2017-06-18,2.215891625241418
2017-06-19,2.1911762631000418
2017-06-20,2.182972665401442
2017-06-21,2.1715709326951567
2017-06-22,2.1729253554543133
2017-06-23,2.178712744889009
2017-06-24,2.179895877308585
2017-06-25,2.1650380986277296
2017-06-26,2.1722381456352093
2017-06-27,2.187657690298779
2017-06-28,2.1836193937336863
2017-06-29,2.1625315629979647
2017-06-30,2.111053548483367
2017-07-01,2.0607201358165144
2017-07-02,2.0786370468092112
2017-07-03,2.0726972909107197
2017-07-04,2.0671588382337736
2017-07-05,2.101453583352478
2017-07-06,2.0960283812929887
2017-07-07,2.101937410279768
2017-07-08,2.115033220051827
2017-07-09,2.1110778081117574
2017-07-10,2.151393272102674
2017-07-11,2.1672889375791673
2017-07-12,2.1483997880815724
2017-07-13,2.135827116174645
2017-07-14,2.1334452440152583
2017-07-15,2.139026129094093
2017-07-16,2.1330473841587385
2017-07-17,2.1012588820325444
2017-07-18,2.0632296953645746
2017-07-19,2.044798425624378
2017-07-20,2.040050971446101
2017-07-21,2.0406423913372618
2017-07-22,2.0076688058764622
2017-07-23,1.9656518513426604
2017-07-24,1.9509025435374387
2017-07-25,1.9596644931174514
2017-07-26,1.9474743956477878
2017-07-27,1.9508639154198562
2017-07-28,1.9381210261766142
2017-07-29,1.9057522243749268
2017-07-30,1.880350335234707
2017-07-31,1.8659920883471273
2017-08-01,1.8519250155276847
2017-08-02,1.8285872920343154
2017-08-03,1.8238393501272803
2017-08-04,1.813734390641033
2017-08-05,1.8208140661911996
2017-08-06,1.8372060444511709
2017-08-07,1.8173989894322464
2017-08-08,1.7882768028767246
2017-08-09,1.7958179673770942
2017-08-10,1.7971663422996593
2017-08-11,1.7877497631815338
2017-08-12,1.7952868307603418
2017-08-13,1.818888025328431
2017-08-14,1.8349276683340936
2017-08-15,1.845518210571157
2017-08-16,1.8393603423723788
2017-08-17,1.8089452844268779
2017-08-18,1.824244750270389
2017-08-19,1.8504955800856489
2017-08-20,1.8345332908609018
2017-08-21,1.8396687820385262
2017-08-22,1.8514611854794474
2017-08-23,1.8624243524871251
2017-08-24,1.882716990256866
2017-08-25,1.872854139325766
2017-08-26,1.8650437485513405
2017-08-27,1.8538431551845858
2017-08-28,1.8468800468074253
2017-08-29,1.807799219392861
2017-08-30,1.7711823001146692
2017-08-31,1.7277693683315845
2017-09-01,1.6947664215995928
2017-09-02,1.6607354401928622
2017-09-03,1.620616989356189
2017-09-04,1.5766533825423328
2017-09-05,1.5915137949584788
2017-09-06,1.5984230580808274
2017-09-07,1.6059190588982668
2017-09-08,1.6101391807440992
2017-09-09,1.6006282748843024
2017-09-10,1.6336162288342932
2017-09-11,1.6709542355710745
2017-09-12,1.6901287063917183
2017-09-13,1.6969058925665772
2017-09-14,1.7317791815372487
2017-09-15,1.754610447488988
2017-09-16,1.790759537343131
2017-09-17,1.785311899760804
2017-09-18,1.7667904002004984
2017-09-19,1.752402694495975
2017-09-20,1.761570044219096
2017-09-21,1.7560574411662897
2017-09-22,1.7822697404097192
2017-09-23,1.7966993907873752
2017-09-24,1.8009510199109324
2017-09-25,1.7815933581690286
2017-09-26,1.7850304802678139
2017-09-27,1.7808144553435428
2017-09-28,1.7670506522654192
2017-09-29,1.7506405304956747
2017-09-30,1.7213415910384897
2017-10-01,1.7102386409689563
2017-10-02,1.7174601480417597
2017-10-03,1.7441063307877267
2017-10-04,1.7854114939730545
2017-10-05,1.832291201763372
2017-10-06,1.8771921939851264
2017-10-07,1.9235329614985737
2017-10-08,1.9530265047299404
2017-10-09,1.9830889347838787
2017-10-10,1.987281353636294
2017-10-11,1.960358111692428
2017-10-12,1.9278359679694301
2017-10-13,1.8968635336000317
2017-10-14,1.8756827417631592
2017-10-15,1.8679380968252237
2017-10-16,1.8803756678663657
2017-10-17,1.8731611840876683
2017-10-18,1.8618191786450078
2017-10-19,1.8373094136840045
2017-10-20,1.796381655011113
2017-10-21,1.7710247344623207
2017-10-22,1.7389928556862102
2017-10-23,1.7034478666709185
2017-10-24,1.6740079736028597
2017-10-25,1.6514137438271919
2017-10-26,1.6269526151778715
2017-10-27,1.6217202610690378
2017-10-28,1.5988472455356695
2017-10-29,1.6002054725791335
2017-10-30,1.5881887139098319
2017-10-31,1.5855643430122917
2017-11-01,1.592867495879075
2017-11-02,1.6027515825202696
2017-11-03,1.612702322173443
2017-11-04,1.6402279774146604
2017-11-05,1.6485769182829504
2017-11-06,1.6493360193208875
2017-11-07,1.6379346767976084
2017-11-08,1.6221452386444657
2017-11-09,1.6074815077270084
2017-11-10,1.5949686996477583
2017-11-11,1.5783878728129417
2017-11-12,1.5661535578541375
2017-11-13,1.5740754141587678
2017-11-14,1.5896088922600542
2017-11-15,1.6046336692674268
2017-11-16,1.6243744907211035
2017-11-17,1.6188028042066323
2017-11-18,1.610735868105841
2017-11-19,1.6109352808855704
2017-11-20,1.6135289541351232
2017-11-21,1.6099585552761049
2017-11-22,1.609863155531167
2017-11-23,1.596236989508367
2017-11-24,1.5719630218923915
2017-11-25,1.552572194594988
2017-11-26,1.5238810627152108
2017-11-27,1.4946522586533326
2017-11-28,1.438505441099867
2017-11-29,1.387956354776515
2017-11-30,1.3435109987598752
2017-12-01,1.2992986795434966
2017-12-02,1.2559411537472467
2017-12-03,1.2268606192276026
2017-12-04,1.1840690538813798
2017-12-05,1.1651930730602333
2017-12-06,1.1440480805141504
2017-12-07,1.1348419075819451
2017-12-08,1.1269632347814904
2017-12-09,1.1218239393195588
2017-12-10,1.1032333773672125
2017-12-11,1.0899690085366138
2017-12-12,1.0722830858833976
2017-12-13,1.053469475815741
2017-12-14,1.0432216118035909
2017-12-15,1.0359954225347168
2017-12-16,1.0168179277957776
2017-12-17,1.0105989959565795
2017-12-18,0.9895221878907741
2017-12-19,0.9823783272361404
2017-12-20,0.9746515624344492
2017-12-21,0.9635553430217669
2017-12-22,0.9527595645236112
2017-12-23,0.9432112010952503
2017-12-24,0.9293688736871936
2017-12-25,0.926973540214104
2017-12-26,0.9185815816694158
2017-12-27,0.9080315501829379
2017-12-28,0.9067582854890043
2017-12-29,0.9064557961136968
2017-12-30,0.9156595304021157
2017-12-31,0.9236630617644515
2018-01-01,1.1708260050263808
2018-01-02,1.1863273397676484
