;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_out daily mean
2018-01-01 00:00:00;0.09;3.53;0.0;1673.99;45.73;0.0;0.0;3.5300000000000007
2018-01-01 01:00:00;0.09;3.53;0.0;1673.99;44.16;0.0;0.0;3.5300000000000007
2018-01-01 02:00:00;0.09;3.53;0.0;1673.99;42.24;0.0;0.0;3.5300000000000007
2018-01-01 03:00:00;0.09;3.53;0.0;1673.99;39.29;0.0;0.0;3.5300000000000007
2018-01-01 04:00:00;0.09;3.53;0.0;1673.99;36.0;0.0;0.0;3.5300000000000007
2018-01-01 05:00:00;0.09;3.53;0.0;1673.99;41.99;0.0;0.0;3.5300000000000007
2018-01-01 06:00:00;0.09;3.53;0.0;1673.99;42.25;0.0;0.0;3.5300000000000007
2018-01-01 07:00:00;0.09;3.53;0.0;1673.99;44.97;0.0;0.0;3.5300000000000007
2018-01-01 08:00:00;0.09;3.53;0.0;1673.99;45.0;0.0;0.0;3.5300000000000007
2018-01-01 09:00:00;0.09;3.53;0.0;1674.0;44.94;0.0;0.0;3.5300000000000007
2018-01-01 10:00:00;0.09;3.53;0.0;1674.0;45.04;0.0;0.0;3.5300000000000007
2018-01-01 11:00:00;0.09;3.53;0.0;1674.0;46.67;0.0;0.0;3.5300000000000007
2018-01-01 12:00:00;0.09;3.53;13.7;1673.95;46.99;113.08;5313.4;3.5300000000000007
2018-01-01 13:00:00;0.09;3.53;0.0;1673.95;44.16;0.0;0.0;3.5300000000000007
2018-01-01 14:00:00;0.09;3.53;0.0;1673.95;45.26;0.0;0.0;3.5300000000000007
2018-01-01 15:00:00;0.09;3.53;2.55;1673.95;47.84;21.02;1005.77;3.5300000000000007
2018-01-01 16:00:00;0.09;3.53;13.67;1673.9;50.1;112.85;5653.81;3.5300000000000007
2018-01-01 17:00:00;0.09;3.53;13.7;1673.86;54.3;113.08;6139.98;3.5300000000000007
2018-01-01 18:00:00;0.09;3.53;13.7;1673.82;51.91;113.08;5869.73;3.5300000000000007
2018-01-01 19:00:00;0.09;3.53;13.7;1673.78;51.38;113.08;5809.8;3.5300000000000007
2018-01-01 20:00:00;0.09;3.53;13.7;1673.73;49.2;113.08;5563.3;3.5300000000000007
2018-01-01 21:00:00;0.09;3.53;0.0;1673.73;45.73;0.0;0.0;3.5300000000000007
2018-01-01 22:00:00;0.09;3.53;0.0;1673.73;44.84;0.0;0.0;3.5300000000000007
2018-01-01 23:00:00;0.09;3.53;0.0;1673.73;38.11;0.0;0.0;3.5300000000000007
2018-01-02 00:00:00;0.09;3.52;0.0;1673.73;19.19;0.0;0.0;3.52
2018-01-02 01:00:00;0.09;3.52;0.0;1673.73;14.99;0.0;0.0;3.52
2018-01-02 02:00:00;0.09;3.52;0.0;1673.73;11.0;0.0;0.0;3.52
2018-01-02 03:00:00;0.09;3.52;0.0;1673.73;10.0;0.0;0.0;3.52
2018-01-02 04:00:00;0.09;3.52;0.0;1673.73;11.83;0.0;0.0;3.52
2018-01-02 05:00:00;0.09;3.52;0.0;1673.73;14.99;0.0;0.0;3.52
2018-01-02 06:00:00;0.09;3.52;0.0;1673.74;40.6;0.0;0.0;3.52
2018-01-02 07:00:00;0.09;3.52;0.0;1673.74;46.99;0.0;0.0;3.52
2018-01-02 08:00:00;0.09;3.52;0.0;1673.74;47.95;0.0;0.0;3.52
2018-01-02 09:00:00;0.09;3.52;13.7;1673.69;49.9;113.08;5642.45;3.52
2018-01-02 10:00:00;0.09;3.52;2.28;1673.69;50.0;18.82;940.87;3.52
2018-01-02 11:00:00;0.09;3.52;0.0;1673.69;49.7;0.0;0.0;3.52
2018-01-02 12:00:00;0.09;3.52;0.0;1673.69;48.16;0.0;0.0;3.52
2018-01-02 13:00:00;0.09;3.52;0.0;1673.69;47.24;0.0;0.0;3.52
2018-01-02 14:00:00;0.09;3.52;0.0;1673.69;46.1;0.0;0.04;3.52
2018-01-02 15:00:00;0.09;3.52;0.0;1673.69;47.6;0.0;0.0;3.52
2018-01-02 16:00:00;0.09;3.52;0.0;1673.69;50.45;0.0;0.0;3.52
2018-01-02 17:00:00;0.09;3.52;13.7;1673.64;54.9;113.08;6207.82;3.52
2018-01-02 18:00:00;0.09;3.52;13.7;1673.6;57.18;113.08;6465.64;3.52
2018-01-02 19:00:00;0.09;3.52;13.7;1673.56;54.9;113.08;6207.82;3.52
2018-01-02 20:00:00;0.09;3.52;13.7;1673.52;51.2;113.08;5789.45;3.52
2018-01-02 21:00:00;0.09;3.52;13.7;1673.47;48.82;113.08;5520.33;3.52
2018-01-02 22:00:00;0.09;3.52;0.0;1673.47;45.14;0.0;0.0;3.52
2018-01-02 23:00:00;0.09;3.52;0.0;1673.47;40.09;0.0;0.0;3.52
2018-01-03 00:00:00;0.09;3.51;0.0;1673.47;42.75;0.0;0.0;3.51
2018-01-03 01:00:00;0.09;3.51;0.0;1673.47;35.02;0.0;0.0;3.51
2018-01-03 02:00:00;0.09;3.51;0.0;1673.47;28.85;0.0;0.0;3.51
2018-01-03 03:00:00;0.09;3.51;0.0;1673.47;28.0;0.0;0.0;3.51
2018-01-03 04:00:00;0.09;3.51;0.0;1673.47;35.02;0.0;0.0;3.51
2018-01-03 05:00:00;0.09;3.51;0.0;1673.48;44.49;0.0;0.0;3.51
2018-01-03 06:00:00;0.09;3.51;0.0;1673.48;50.65;0.0;0.0;3.51
2018-01-03 07:00:00;0.09;3.51;13.7;1673.43;67.0;113.07;7575.95;3.51
2018-01-03 08:00:00;0.09;3.51;13.7;1673.39;70.0;113.03;7912.44;3.51
2018-01-03 09:00:00;0.09;3.51;13.7;1673.35;68.0;113.08;7689.11;3.51
2018-01-03 10:00:00;0.09;3.51;0.0;1673.35;55.7;0.0;0.01;3.51
2018-01-03 11:00:00;0.09;3.51;0.0;1673.35;53.3;0.0;0.0;3.51
2018-01-03 12:00:00;0.09;3.51;0.0;1673.35;52.61;0.0;0.0;3.51
2018-01-03 13:00:00;0.09;3.51;0.0;1673.35;50.65;0.0;0.0;3.51
2018-01-03 14:00:00;0.09;3.51;0.0;1673.35;53.3;0.0;0.0;3.51
2018-01-03 15:00:00;0.09;3.51;0.0;1673.35;54.9;0.04;2.04;3.51
2018-01-03 16:00:00;0.09;3.51;2.04;1673.34;59.0;16.85;994.07;3.51
2018-01-03 17:00:00;0.09;3.51;13.7;1673.3;70.0;113.08;7915.26;3.51
2018-01-03 18:00:00;0.09;3.51;13.7;1673.26;67.18;113.08;7596.39;3.51
2018-01-03 19:00:00;0.09;3.51;13.7;1673.21;62.6;113.07;7077.96;3.51
2018-01-03 20:00:00;0.09;3.51;0.0;1673.21;57.71;0.0;0.0;3.51
2018-01-03 21:00:00;0.09;3.51;0.0;1673.21;53.3;0.0;0.0;3.51
2018-01-03 22:00:00;0.09;3.51;0.0;1673.21;49.7;0.0;0.0;3.51
2018-01-03 23:00:00;0.09;3.51;0.0;1673.21;44.15;0.0;0.0;3.51
2018-01-04 00:00:00;0.09;3.5;0.01;1673.21;32.5;0.05;1.63;3.5
2018-01-04 01:00:00;0.09;3.5;0.0;1673.21;23.23;0.0;0.0;3.5
2018-01-04 02:00:00;0.09;3.5;0.0;1673.21;18.22;0.0;0.0;3.5
2018-01-04 03:00:00;0.09;3.5;0.0;1673.21;17.3;0.0;0.0;3.5
2018-01-04 04:00:00;0.09;3.5;0.0;1673.21;18.39;0.0;0.0;3.5
2018-01-04 05:00:00;0.09;3.5;0.0;1673.21;33.67;0.0;0.0;3.5
2018-01-04 06:00:00;0.09;3.5;0.0;1673.22;44.39;0.0;0.0;3.5
2018-01-04 07:00:00;0.09;3.5;0.0;1673.22;49.78;0.0;0.0;3.5
2018-01-04 08:00:00;0.09;3.5;0.0;1673.22;50.25;0.0;0.0;3.5
2018-01-04 09:00:00;0.09;3.5;0.0;1673.22;50.8;0.0;0.0;3.5
2018-01-04 10:00:00;0.09;3.5;13.7;1673.17;50.0;113.08;5653.76;3.5
2018-01-04 11:00:00;0.08;3.5;13.7;1673.13;50.1;113.08;5665.06;3.5
2018-01-04 12:00:00;0.08;3.5;0.0;1673.13;46.85;0.0;0.0;3.5
2018-01-04 13:00:00;0.08;3.5;0.0;1673.13;46.5;0.0;0.0;3.5
2018-01-04 14:00:00;0.08;3.5;0.0;1673.13;48.42;0.0;0.02;3.5
2018-01-04 15:00:00;0.08;3.5;0.0;1673.13;50.57;0.0;0.0;3.5
2018-01-04 16:00:00;0.08;3.5;1.79;1673.13;51.25;14.81;758.96;3.5
2018-01-04 17:00:00;0.08;3.5;13.7;1673.08;55.0;113.08;6219.13;3.5
2018-01-04 18:00:00;0.08;3.5;13.7;1673.04;55.0;113.08;6219.13;3.5
2018-01-04 19:00:00;0.08;3.5;13.7;1673.0;54.1;113.08;6117.36;3.5
2018-01-04 20:00:00;0.08;3.5;13.7;1672.95;51.97;113.07;5876.34;3.5
2018-01-04 21:00:00;0.08;3.5;0.0;1672.95;47.97;0.0;0.0;3.5
2018-01-04 22:00:00;0.08;3.5;0.0;1672.95;44.89;0.0;0.0;3.5
2018-01-04 23:00:00;0.08;3.5;0.0;1672.95;37.1;0.0;0.0;3.5
2018-01-05 00:00:00;0.08;3.49;0.0;1672.95;44.15;0.0;0.0;3.49
2018-01-05 01:00:00;0.08;3.49;0.0;1672.95;39.8;0.0;0.0;3.49
2018-01-05 02:00:00;0.08;3.49;0.0;1672.95;31.98;0.0;0.0;3.49
