Date	Prices
2019-08-01 00:00	60.95
2019-08-01 00:00	50
2019-08-01 00:00	56.94
2019-08-01 00:00	47.8
2019-08-01 00:00	41.24
2019-08-01 00:00	41.06
2019-08-01 00:00	41
2019-08-01 00:00	41.76
2019-08-01 00:00	42.44
2019-08-01 00:00	45.42
2019-08-01 00:00	50
2019-08-01 00:00	51.03
2019-08-01 00:00	49.01
2019-08-01 00:00	49
2019-08-01 00:00	46.43
2019-08-01 00:00	48.11
2019-08-01 00:00	51.18
2019-08-01 00:00	51
2019-08-01 00:00	55
2019-08-01 00:00	57.44
2019-08-01 00:00	57.52
2019-08-01 00:00	58
2019-08-01 00:00	64
2019-08-01 00:00	57.95
2019-08-02 00:00	51.53
2019-08-02 00:00	45
2019-08-02 00:00	41.37
2019-08-02 00:00	39
2019-08-02 00:00	38.48
2019-08-02 00:00	39.22
2019-08-02 00:00	39.26
2019-08-02 00:00	42.04
2019-08-02 00:00	45
2019-08-02 00:00	45.26
2019-08-02 00:00	50
2019-08-02 00:00	50.47
2019-08-02 00:00	47.95
2019-08-02 00:00	49
2019-08-02 00:00	46.34
2019-08-02 00:00	45
2019-08-02 00:00	46.76
2019-08-02 00:00	45
2019-08-02 00:00	47
2019-08-02 00:00	49
2019-08-02 00:00	49
2019-08-02 00:00	50
2019-08-02 00:00	49
2019-08-02 00:00	47.17
2019-08-03 00:00	43.96
2019-08-03 00:00	42.35
2019-08-03 00:00	50
2019-08-03 00:00	47.73
2019-08-03 00:00	45
2019-08-03 00:00	40.43
2019-08-03 00:00	39.66
2019-08-03 00:00	39.66
2019-08-03 00:00	39.66
2019-08-03 00:00	41.33
2019-08-03 00:00	41.78
2019-08-03 00:00	41.74
2019-08-03 00:00	40
2019-08-03 00:00	38.86
2019-08-03 00:00	38.75
2019-08-03 00:00	38.02
2019-08-03 00:00	37.34
2019-08-03 00:00	38.01
2019-08-03 00:00	38.48
2019-08-03 00:00	39.79
2019-08-03 00:00	44.68
2019-08-03 00:00	47
2019-08-03 00:00	47.5
2019-08-03 00:00	46.9
2019-08-04 00:00	41.96
2019-08-04 00:00	39.55
2019-08-04 00:00	41
2019-08-04 00:00	37.31
2019-08-04 00:00	36.26
2019-08-04 00:00	35.72
2019-08-04 00:00	35.34
2019-08-04 00:00	35.09
2019-08-04 00:00	35.01
2019-08-04 00:00	35.88
2019-08-04 00:00	36.14
2019-08-04 00:00	36.82
2019-08-04 00:00	38.86
2019-08-04 00:00	38.38
2019-08-04 00:00	38.24
2019-08-04 00:00	36.45
2019-08-04 00:00	35.85
2019-08-04 00:00	37
2019-08-04 00:00	38.81
2019-08-04 00:00	39
2019-08-04 00:00	39.02
2019-08-04 00:00	42
2019-08-04 00:00	43.99
2019-08-04 00:00	47
2019-08-05 00:00	46.76
2019-08-05 00:00	42.24
2019-08-05 00:00	44.4
2019-08-05 00:00	41.52
2019-08-05 00:00	40.63
2019-08-05 00:00	40.63
2019-08-05 00:00	40.15
2019-08-05 00:00	40.63
2019-08-05 00:00	46.13
2019-08-05 00:00	45
2019-08-05 00:00	46.13
2019-08-05 00:00	45.62
2019-08-05 00:00	45.91
2019-08-05 00:00	45.03
2019-08-05 00:00	45.22
2019-08-05 00:00	43.79
2019-08-05 00:00	45.42
2019-08-05 00:00	47
2019-08-05 00:00	49.11
2019-08-05 00:00	50
2019-08-05 00:00	53
2019-08-05 00:00	53.77
2019-08-05 00:00	55
2019-08-05 00:00	57.44
2019-08-06 00:00	53.75
2019-08-06 00:00	49
2019-08-06 00:00	45.52
2019-08-06 00:00	43.87
2019-08-06 00:00	42.48
2019-08-06 00:00	41.52
2019-08-06 00:00	41.68
2019-08-06 00:00	42.52
2019-08-06 00:00	45
2019-08-06 00:00	45
2019-08-06 00:00	45
2019-08-06 00:00	45
2019-08-06 00:00	43.83
2019-08-06 00:00	43.79
2019-08-06 00:00	43.02
2019-08-06 00:00	42.02
2019-08-06 00:00	43.81
2019-08-06 00:00	43.87
2019-08-06 00:00	47
2019-08-06 00:00	50
2019-08-06 00:00	53.2
2019-08-06 00:00	53.77
2019-08-06 00:00	53.87
2019-08-06 00:00	55
2019-08-07 00:00	49.12
2019-08-07 00:00	45
2019-08-07 00:00	51.62
