;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_out daily mean
2018-01-01 00:00:00;0.09;3.53;0.0;1673.99;42.23;0.0;0.0;3.53
2018-01-01 01:00:00;0.09;3.53;0.01;1673.99;40.9;0.05;1.93;3.53
2018-01-01 02:00:00;0.09;3.53;0.0;1673.99;37.46;0.0;0.0;3.53
2018-01-01 03:00:00;0.09;3.53;0.0;1673.99;34.04;0.0;0.12;3.53
2018-01-01 04:00:00;0.09;3.53;0.0;1673.99;34.73;0.0;0.04;3.53
2018-01-01 05:00:00;0.09;3.53;0.0;1673.99;39.07;0.0;0.0;3.53
2018-01-01 06:00:00;0.09;3.53;0.0;1673.99;45.22;0.0;0.0;3.53
2018-01-01 07:00:00;0.09;3.53;0.0;1673.99;54.45;0.0;0.0;3.53
2018-01-01 08:00:00;0.09;3.53;0.0;1673.99;61.17;0.0;0.02;3.53
2018-01-01 09:00:00;0.09;3.53;13.7;1673.95;60.04;113.08;6788.47;3.53
2018-01-01 10:00:00;0.09;3.53;0.0;1673.95;56.89;0.0;0.0;3.53
2018-01-01 11:00:00;0.09;3.53;0.0;1673.95;56.87;0.03;1.83;3.53
2018-01-01 12:00:00;0.09;3.53;0.0;1673.95;53.63;0.0;0.0;3.53
2018-01-01 13:00:00;0.09;3.53;0.0;1673.95;50.92;0.0;0.0;3.53
2018-01-01 14:00:00;0.09;3.53;2.51;1673.95;57.89;20.74;1200.51;3.53
2018-01-01 15:00:00;0.09;3.53;13.7;1673.9;60.37;113.08;6826.85;3.53
2018-01-01 16:00:00;0.09;3.53;13.7;1673.86;66.08;113.08;7472.08;3.53
2018-01-01 17:00:00;0.09;3.53;13.7;1673.82;69.11;113.07;7814.44;3.53
2018-01-01 18:00:00;0.09;3.53;13.7;1673.77;66.17;113.07;7481.8;3.53
2018-01-01 19:00:00;0.09;3.53;0.0;1673.78;65.91;0.0;0.0;3.53
2018-01-01 20:00:00;0.09;3.53;13.7;1673.73;60.09;113.05;6793.28;3.53
2018-01-01 21:00:00;0.09;3.53;0.0;1673.73;55.77;0.0;0.06;3.53
2018-01-01 22:00:00;0.09;3.53;0.0;1673.73;50.08;0.0;0.04;3.53
2018-01-01 23:00:00;0.09;3.53;0.0;1673.73;44.06;0.0;0.0;3.53
2018-01-02 00:00:00;0.09;3.52;0.0;1673.73;52.19;0.0;0.0;3.5199999999999996
2018-01-02 01:00:00;0.09;3.52;0.0;1673.73;47.39;0.0;0.0;3.5199999999999996
2018-01-02 02:00:00;0.09;3.52;0.0;1673.73;43.18;0.0;0.0;3.5199999999999996
2018-01-02 03:00:00;0.09;3.52;0.0;1673.73;40.23;0.0;0.0;3.5199999999999996
2018-01-02 04:00:00;0.09;3.52;0.0;1673.73;40.8;0.0;0.05;3.5199999999999996
2018-01-02 05:00:00;0.09;3.52;0.0;1673.73;45.84;0.02;1.01;3.5199999999999996
2018-01-02 06:00:00;0.09;3.52;0.0;1673.74;49.02;0.0;0.0;3.5199999999999996
2018-01-02 07:00:00;0.09;3.52;0.0;1673.74;56.05;0.0;0.0;3.5199999999999996
2018-01-02 08:00:00;0.09;3.52;2.28;1673.73;62.2;18.79;1168.86;3.5199999999999996
2018-01-02 09:00:00;0.09;3.52;13.7;1673.69;64.76;113.07;7322.4;3.5199999999999996
2018-01-02 10:00:00;0.09;3.52;0.0;1673.69;59.46;0.0;0.0;3.5199999999999996
2018-01-02 11:00:00;0.09;3.52;0.0;1673.69;59.72;0.0;0.0;3.5199999999999996
2018-01-02 12:00:00;0.09;3.52;0.0;1673.69;53.37;0.0;0.04;3.5199999999999996
2018-01-02 13:00:00;0.09;3.52;0.0;1673.69;51.05;0.0;0.0;3.5199999999999996
2018-01-02 14:00:00;0.09;3.52;0.0;1673.69;56.02;0.0;0.0;3.5199999999999996
2018-01-02 15:00:00;0.09;3.52;0.0;1673.69;58.34;0.0;0.0;3.5199999999999996
2018-01-02 16:00:00;0.09;3.52;13.7;1673.64;66.05;113.08;7469.14;3.5199999999999996
2018-01-02 17:00:00;0.09;3.52;13.7;1673.6;70.76;113.08;8000.94;3.5199999999999996
2018-01-02 18:00:00;0.09;3.52;13.7;1673.56;71.36;113.08;8068.98;3.5199999999999996
2018-01-02 19:00:00;0.09;3.52;13.7;1673.52;71.7;113.07;8107.36;3.5199999999999996
2018-01-02 20:00:00;0.09;3.52;13.7;1673.47;64.72;113.08;7318.65;3.5199999999999996
2018-01-02 21:00:00;0.09;3.52;0.0;1673.47;56.74;0.0;0.05;3.5199999999999996
2018-01-02 22:00:00;0.09;3.52;0.0;1673.47;48.44;0.0;0.0;3.5199999999999996
2018-01-02 23:00:00;0.09;3.52;0.0;1673.47;43.48;0.0;0.1;3.5199999999999996
2018-01-03 00:00:00;0.09;3.51;0.0;1673.47;26.58;0.0;0.0;3.509583333333333
2018-01-03 01:00:00;0.09;3.51;0.0;1673.47;21.23;0.0;0.0;3.509583333333333
2018-01-03 02:00:00;0.09;3.51;0.0;1673.47;17.45;0.0;0.0;3.509583333333333
2018-01-03 03:00:00;0.09;3.51;0.0;1673.47;16.19;0.0;0.0;3.509583333333333
2018-01-03 04:00:00;0.09;3.51;0.0;1673.47;16.13;0.0;0.01;3.509583333333333
2018-01-03 05:00:00;0.09;3.51;0.0;1673.48;21.58;0.0;0.0;3.509583333333333
2018-01-03 06:00:00;0.09;3.51;0.0;1673.48;40.91;0.0;0.0;3.509583333333333
2018-01-03 07:00:00;0.09;3.51;0.0;1673.48;47.18;0.0;0.0;3.509583333333333
2018-01-03 08:00:00;0.09;3.51;0.0;1673.48;49.26;0.0;0.02;3.509583333333333
2018-01-03 09:00:00;0.09;3.51;13.7;1673.43;53.18;113.08;6013.83;3.509583333333333
2018-01-03 10:00:00;0.09;3.51;2.03;1673.43;49.83;16.73;833.55;3.509583333333333
2018-01-03 11:00:00;0.09;3.51;0.0;1673.43;48.87;0.0;0.0;3.509583333333333
2018-01-03 12:00:00;0.09;3.51;0.0;1673.43;46.62;0.0;0.0;3.509583333333333
2018-01-03 13:00:00;0.09;3.51;0.0;1673.43;45.54;0.0;0.0;3.509583333333333
2018-01-03 14:00:00;0.09;3.51;0.0;1673.43;48.54;0.0;0.0;3.509583333333333
2018-01-03 15:00:00;0.09;3.51;0.0;1673.43;48.4;0.0;0.0;3.509583333333333
2018-01-03 16:00:00;0.09;3.51;13.7;1673.39;54.06;113.08;6113.0;3.509583333333333
2018-01-03 17:00:00;0.09;3.51;13.7;1673.34;60.16;113.08;6803.02;3.509583333333333
2018-01-03 18:00:00;0.09;3.51;13.7;1673.3;63.6;113.08;7191.02;3.509583333333333
2018-01-03 19:00:00;0.09;3.51;13.7;1673.26;63.63;113.08;7194.99;3.509583333333333
2018-01-03 20:00:00;0.09;3.51;13.7;1673.21;58.24;113.07;6585.48;3.509583333333333
2018-01-03 21:00:00;0.09;3.51;0.0;1673.21;55.23;0.0;0.01;3.509583333333333
2018-01-03 22:00:00;0.09;3.51;0.0;1673.21;47.85;0.02;1.04;3.509583333333333
2018-01-03 23:00:00;0.09;3.51;0.0;1673.21;43.02;0.0;0.0;3.509583333333333
2018-01-04 00:00:00;0.09;3.5;0.0;1673.21;41.12;0.0;0.01;3.5
2018-01-04 01:00:00;0.09;3.5;0.0;1673.21;34.22;0.0;0.0;3.5
2018-01-04 02:00:00;0.09;3.5;0.0;1673.21;29.02;0.0;0.02;3.5
2018-01-04 03:00:00;0.09;3.5;0.0;1673.21;29.65;0.0;0.0;3.5
2018-01-04 04:00:00;0.09;3.5;0.0;1673.21;33.68;0.0;0.0;3.5
2018-01-04 05:00:00;0.09;3.5;0.0;1673.22;39.63;0.02;0.92;3.5
2018-01-04 06:00:00;0.09;3.5;0.0;1673.22;49.15;0.0;0.0;3.5
2018-01-04 07:00:00;0.09;3.5;1.74;1673.21;68.94;14.34;988.73;3.5
2018-01-04 08:00:00;0.09;3.5;13.7;1673.17;74.57;113.08;8431.88;3.5
2018-01-04 09:00:00;0.09;3.5;13.7;1673.12;71.37;113.07;8069.62;3.5
2018-01-04 10:00:00;0.09;3.5;0.0;1673.12;60.42;0.0;0.01;3.5
2018-01-04 11:00:00;0.08;3.5;0.0;1673.12;58.75;0.01;0.36;3.5
2018-01-04 12:00:00;0.08;3.5;0.0;1673.12;55.7;0.02;0.86;3.5
2018-01-04 13:00:00;0.08;3.5;0.0;1673.12;54.5;0.0;0.0;3.5
2018-01-04 14:00:00;0.08;3.5;0.0;1673.12;58.42;0.0;0.0;3.5
2018-01-04 15:00:00;0.08;3.5;0.0;1673.13;60.28;0.01;0.49;3.5
2018-01-04 16:00:00;0.08;3.5;13.7;1673.08;66.62;113.08;7532.9;3.5
2018-01-04 17:00:00;0.08;3.5;13.7;1673.04;78.12;113.07;8833.27;3.5
2018-01-04 18:00:00;0.08;3.5;13.7;1673.0;73.52;113.04;8310.56;3.5
2018-01-04 19:00:00;0.08;3.5;13.7;1672.95;69.51;113.07;7860.06;3.5
2018-01-04 20:00:00;0.08;3.5;0.0;1672.95;62.56;0.0;0.0;3.5
2018-01-04 21:00:00;0.08;3.5;0.06;1672.95;58.18;0.47;27.38;3.5
2018-01-04 22:00:00;0.08;3.5;0.0;1672.95;52.17;0.01;0.31;3.5
2018-01-04 23:00:00;0.08;3.5;0.0;1672.95;46.72;0.0;0.0;3.5
2018-01-05 00:00:00;0.08;3.49;0.0;1672.95;37.39;0.0;0.01;3.4899999999999998
2018-01-05 01:00:00;0.08;3.49;0.0;1672.95;28.07;0.0;0.0;3.4899999999999998
2018-01-05 02:00:00;0.08;3.49;0.0;1672.95;22.37;0.0;0.0;3.4899999999999998
2018-01-05 03:00:00;0.08;3.49;0.0;1672.95;20.34;0.0;0.0;3.4899999999999998
2018-01-05 04:00:00;0.08;3.49;0.0;1672.95;23.51;0.0;0.01;3.4899999999999998
2018-01-05 05:00:00;0.08;3.49;0.0;1672.95;33.63;0.0;0.04;3.4899999999999998
2018-01-05 06:00:00;0.08;3.49;0.0;1672.95;46.42;0.0;0.06;3.4899999999999998
2018-01-05 07:00:00;0.08;3.49;0.0;1672.95;51.52;0.0;0.0;3.4899999999999998
2018-01-05 08:00:00;0.08;3.49;13.7;1672.91;59.21;113.07;6694.65;3.4899999999999998
2018-01-05 09:00:00;0.08;3.49;1.57;1672.91;58.85;12.98;764.04;3.4899999999999998
2018-01-05 10:00:00;0.08;3.49;0.0;1672.91;53.23;0.0;0.22;3.4899999999999998
2018-01-05 11:00:00;0.08;3.49;0.0;1672.91;52.98;0.0;0.01;3.4899999999999998
2018-01-05 12:00:00;0.08;3.49;0.0;1672.91;48.14;0.0;0.0;3.4899999999999998
2018-01-05 13:00:00;0.08;3.49;0.0;1672.91;48.25;0.0;0.07;3.4899999999999998
2018-01-05 14:00:00;0.08;3.49;13.69;1672.86;53.97;112.98;6097.45;3.4899999999999998
2018-01-05 15:00:00;0.08;3.49;0.0;1672.86;55.98;0.0;0.0;3.4899999999999998
2018-01-05 16:00:00;0.08;3.49;13.7;1672.82;59.14;113.07;6687.59;3.4899999999999998
2018-01-05 17:00:00;0.08;3.49;13.7;1672.78;62.76;113.06;7095.65;3.4899999999999998
2018-01-05 18:00:00;0.08;3.49;13.7;1672.73;62.59;113.07;7076.94;3.4899999999999998
2018-01-05 19:00:00;0.08;3.49;13.7;1672.69;62.94;113.07;7116.58;3.4899999999999998
2018-01-05 20:00:00;0.08;3.49;0.0;1672.69;58.82;0.0;0.01;3.4899999999999998
2018-01-05 21:00:00;0.08;3.49;0.0;1672.69;53.71;0.0;0.0;3.4899999999999998
2018-01-05 22:00:00;0.08;3.49;0.0;1672.69;46.72;0.0;0.0;3.4899999999999998
2018-01-05 23:00:00;0.08;3.49;0.0;1672.69;39.76;0.0;0.0;3.4899999999999998
2018-01-06 00:00:00;0.08;3.47;0.0;1672.69;42.13;0.0;0.0;3.4704166666666665
2018-01-06 01:00:00;0.08;3.47;0.0;1672.69;37.11;0.0;0.0;3.4704166666666665
2018-01-06 02:00:00;0.08;3.47;0.0;1672.69;31.45;0.0;0.0;3.4704166666666665
2018-01-06 03:00:00;0.08;3.47;0.0;1672.69;31.04;0.0;0.0;3.4704166666666665
2018-01-06 04:00:00;0.08;3.47;0.0;1672.69;31.81;0.0;0.0;3.4704166666666665
2018-01-06 05:00:00;0.08;3.47;0.0;1672.69;39.91;0.0;0.0;3.4704166666666665
2018-01-06 06:00:00;0.08;3.47;0.0;1672.69;46.33;0.0;0.0;3.4704166666666665
2018-01-06 07:00:00;0.08;3.47;0.0;1672.69;56.07;0.0;0.0;3.4704166666666665
2018-01-06 08:00:00;0.08;3.47;1.24;1672.69;59.33;10.21;606.08;3.4704166666666665
2018-01-06 09:00:00;0.08;3.47;13.7;1672.65;60.34;113.08;6822.45;3.4704166666666665
2018-01-06 10:00:00;0.08;3.47;0.0;1672.65;56.48;0.0;0.0;3.4704166666666665
2018-01-06 11:00:00;0.08;3.47;0.0;1672.65;53.47;0.0;0.0;3.4704166666666665
2018-01-06 12:00:00;0.08;3.47;0.0;1672.65;52.23;0.0;0.0;3.4704166666666665
2018-01-06 13:00:00;0.08;3.47;0.0;1672.65;50.17;0.0;0.0;3.4704166666666665
2018-01-06 14:00:00;0.08;3.47;0.0;1672.65;53.27;0.0;0.0;3.4704166666666665
2018-01-06 15:00:00;0.08;3.47;0.0;1672.65;56.71;0.0;0.0;3.4704166666666665
2018-01-06 16:00:00;0.08;3.47;13.7;1672.6;61.38;113.06;6940.19;3.4704166666666665
2018-01-06 17:00:00;0.08;3.47;13.7;1672.56;75.11;113.08;8493.11;3.4704166666666665
2018-01-06 18:00:00;0.08;3.47;13.7;1672.52;75.23;113.08;8506.35;3.4704166666666665
2018-01-06 19:00:00;0.08;3.47;13.7;1672.47;72.3;113.08;8175.52;3.4704166666666665
2018-01-06 20:00:00;0.08;3.47;13.54;1672.43;59.38;111.72;6634.31;3.4704166666666665
2018-01-06 21:00:00;0.08;3.47;0.01;1672.43;55.22;0.05;2.85;3.4704166666666665
2018-01-06 22:00:00;0.08;3.47;0.0;1672.43;50.49;0.0;0.14;3.4704166666666665
2018-01-06 23:00:00;0.08;3.47;0.0;1672.43;46.38;0.01;0.37;3.4704166666666665
2018-01-07 00:00:00;0.08;3.45;0.0;1672.43;42.57;0.0;0.02;3.449583333333333
2018-01-07 01:00:00;0.08;3.45;0.0;1672.43;40.29;0.0;0.0;3.449583333333333
2018-01-07 02:00:00;0.08;3.45;0.0;1672.43;36.25;0.01;0.19;3.449583333333333
2018-01-07 03:00:00;0.08;3.45;0.0;1672.43;35.15;0.0;0.0;3.449583333333333
2018-01-07 04:00:00;0.08;3.45;0.0;1672.43;35.19;0.0;0.0;3.449583333333333
2018-01-07 05:00:00;0.08;3.45;0.0;1672.43;29.04;0.0;0.1;3.449583333333333
2018-01-07 06:00:00;0.08;3.45;0.0;1672.43;36.62;0.0;0.0;3.449583333333333
2018-01-07 07:00:00;0.08;3.45;0.0;1672.43;42.62;0.0;0.01;3.449583333333333
2018-01-07 08:00:00;0.08;3.45;0.0;1672.43;44.16;0.0;0.0;3.449583333333333
2018-01-07 09:00:00;0.08;3.45;0.0;1672.43;43.77;0.0;0.06;3.449583333333333
2018-01-07 10:00:00;0.08;3.45;0.0;1672.43;45.17;0.01;0.26;3.449583333333333
2018-01-07 11:00:00;0.08;3.45;0.0;1672.43;47.46;0.0;0.0;3.449583333333333
2018-01-07 12:00:00;0.08;3.45;0.0;1672.43;46.78;0.03;1.61;3.449583333333333
2018-01-07 13:00:00;0.08;3.45;0.0;1672.43;44.13;0.0;0.0;3.449583333333333
2018-01-07 14:00:00;0.08;3.45;0.0;1672.43;46.3;0.0;0.0;3.449583333333333
2018-01-07 15:00:00;0.08;3.45;0.0;1672.43;48.44;0.0;0.0;3.449583333333333
2018-01-07 16:00:00;0.08;3.45;13.7;1672.39;51.43;113.08;5815.29;3.449583333333333
2018-01-07 17:00:00;0.08;3.45;13.7;1672.35;56.42;113.08;6379.68;3.449583333333333
2018-01-07 18:00:00;0.08;3.45;13.7;1672.3;55.11;113.08;6231.91;3.449583333333333
2018-01-07 19:00:00;0.08;3.45;13.7;1672.26;55.86;113.08;6316.21;3.449583333333333
2018-01-07 20:00:00;0.08;3.45;13.7;1672.21;53.65;113.08;6066.95;3.449583333333333
2018-01-07 21:00:00;0.08;3.45;13.7;1672.17;52.73;113.08;5962.26;3.449583333333333
