;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_out daily mean
2018-01-01 00:00:00;0.09;3.53;0.0;1673.99;41.41;0.0;0.0;3.53
2018-01-01 01:00:00;0.09;3.53;0.0;1673.99;40.22;0.0;0.0;3.53
2018-01-01 02:00:00;0.09;3.53;0.0;1673.99;36.83;0.0;0.0;3.53
2018-01-01 03:00:00;0.09;3.53;0.0;1673.99;34.05;0.0;0.0;3.53
2018-01-01 04:00:00;0.09;3.53;0.0;1673.99;34.87;0.0;0.0;3.53
2018-01-01 05:00:00;0.09;3.53;0.0;1673.99;40.06;0.0;0.0;3.53
2018-01-01 06:00:00;0.09;3.53;0.0;1673.99;44.47;0.0;0.0;3.53
2018-01-01 07:00:00;0.09;3.53;0.0;1673.99;48.56;0.0;0.0;3.53
2018-01-01 08:00:00;0.09;3.53;0.0;1673.99;51.9;0.0;0.0;3.53
2018-01-01 09:00:00;0.09;3.53;0.0;1674.0;51.06;0.0;0.0;3.53
2018-01-01 10:00:00;0.09;3.53;2.52;1673.99;50.74;20.78;1054.62;3.53
2018-01-01 11:00:00;0.09;3.53;13.7;1673.95;50.7;113.08;5733.32;3.53
2018-01-01 12:00:00;0.09;3.53;0.0;1673.95;46.92;0.0;0.0;3.53
2018-01-01 13:00:00;0.09;3.53;0.0;1673.95;45.21;0.0;0.0;3.53
2018-01-01 14:00:00;0.09;3.53;0.0;1673.95;46.14;0.0;0.0;3.53
2018-01-01 15:00:00;0.09;3.53;0.0;1673.95;48.28;0.0;0.0;3.53
2018-01-01 16:00:00;0.09;3.53;13.7;1673.9;54.89;113.08;6206.69;3.53
2018-01-01 17:00:00;0.09;3.53;13.7;1673.86;59.82;113.08;6764.42;3.53
2018-01-01 18:00:00;0.09;3.53;13.7;1673.82;60.62;113.08;6854.25;3.53
2018-01-01 19:00:00;0.09;3.53;13.7;1673.78;57.49;113.08;6501.0;3.53
2018-01-01 20:00:00;0.09;3.53;13.7;1673.73;53.89;113.08;6094.1;3.53
2018-01-01 21:00:00;0.09;3.53;0.0;1673.73;50.6;0.0;0.0;3.53
2018-01-01 22:00:00;0.09;3.53;0.0;1673.73;48.52;0.0;0.0;3.53
2018-01-01 23:00:00;0.09;3.53;0.0;1673.73;43.67;0.0;0.0;3.53
2018-01-02 00:00:00;0.09;3.52;0.01;1673.73;39.75;0.12;4.88;3.5195833333333333
2018-01-02 01:00:00;0.09;3.52;0.0;1673.73;35.81;0.0;0.0;3.5195833333333333
2018-01-02 02:00:00;0.09;3.52;0.0;1673.73;32.62;0.0;0.01;3.5195833333333333
2018-01-02 03:00:00;0.09;3.52;0.0;1673.73;32.08;0.0;0.0;3.5195833333333333
2018-01-02 04:00:00;0.09;3.52;0.0;1673.73;35.42;0.0;0.0;3.5195833333333333
2018-01-02 05:00:00;0.09;3.52;0.0;1673.73;36.52;0.01;0.25;3.5195833333333333
2018-01-02 06:00:00;0.09;3.52;0.0;1673.74;46.76;0.0;0.0;3.5195833333333333
2018-01-02 07:00:00;0.09;3.52;0.0;1673.74;52.69;0.0;0.0;3.5195833333333333
2018-01-02 08:00:00;0.09;3.52;13.7;1673.69;55.42;113.08;6266.36;3.5195833333333333
2018-01-02 09:00:00;0.09;3.52;0.25;1673.69;54.42;2.09;113.59;3.5195833333333333
2018-01-02 10:00:00;0.09;3.52;0.0;1673.69;53.36;0.0;0.05;3.5195833333333333
2018-01-02 11:00:00;0.09;3.52;0.0;1673.69;52.91;0.0;0.0;3.5195833333333333
2018-01-02 12:00:00;0.09;3.52;0.0;1673.69;50.86;0.0;0.16;3.5195833333333333
2018-01-02 13:00:00;0.09;3.52;0.0;1673.69;51.9;0.0;0.0;3.5195833333333333
2018-01-02 14:00:00;0.09;3.52;13.7;1673.65;54.65;113.08;6179.3;3.5195833333333333
2018-01-02 15:00:00;0.09;3.52;2.01;1673.64;54.57;16.61;906.55;3.5195833333333333
2018-01-02 16:00:00;0.09;3.52;0.0;1673.64;59.01;0.0;0.0;3.5195833333333333
2018-01-02 17:00:00;0.09;3.52;13.7;1673.6;63.02;113.05;7124.58;3.5195833333333333
2018-01-02 18:00:00;0.09;3.52;13.7;1673.56;64.72;113.07;7318.46;3.5195833333333333
2018-01-02 19:00:00;0.09;3.52;13.7;1673.52;61.58;113.07;6962.72;3.5195833333333333
2018-01-02 20:00:00;0.09;3.52;13.7;1673.47;54.92;113.07;6210.45;3.5195833333333333
2018-01-02 21:00:00;0.09;3.52;0.0;1673.47;49.48;0.0;0.0;3.5195833333333333
2018-01-02 22:00:00;0.09;3.52;0.0;1673.47;47.55;0.0;0.04;3.5195833333333333
2018-01-02 23:00:00;0.09;3.52;0.0;1673.47;43.43;0.01;0.42;3.5195833333333333
2018-01-03 00:00:00;0.09;3.51;0.0;1673.47;42.12;0.0;0.0;3.509583333333333
2018-01-03 01:00:00;0.09;3.51;0.0;1673.47;36.95;0.0;0.0;3.509583333333333
2018-01-03 02:00:00;0.09;3.51;0.0;1673.47;32.35;0.0;0.0;3.509583333333333
2018-01-03 03:00:00;0.09;3.51;0.0;1673.47;30.01;0.01;0.3;3.509583333333333
2018-01-03 04:00:00;0.09;3.51;0.0;1673.47;30.89;0.0;0.0;3.509583333333333
2018-01-03 05:00:00;0.09;3.51;0.0;1673.48;35.28;0.0;0.0;3.509583333333333
2018-01-03 06:00:00;0.09;3.51;0.0;1673.48;48.95;0.0;0.21;3.509583333333333
